"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00431565","CORINTH, VT US","44.0069","-72.3194","359.7","2011",,,"222",,"222","7","171","7","102","7",,,,,"30","7","178","7","74","7","104","7","2","7","-23","7,0124,",,,,,"5.70",",7,0829,","90","7,0723,+","32","7,0917","27","7,1007","24","7,1029","19","7,1106","16","7,1122","32","7,0507","27","7,0422","23","7,0416","19","7,0409","16","7,0408","8820",,"8820","7","51.85",",7",,,"42.7","7","52.7","7","32.6","7",,,,,,,,,,,,
"USC00431565","CORINTH, VT US","44.0069","-72.3194","359.7","2012",,,"191",,"191","7","155","7","96","7","102",,"22","7","12","7","173","7","64","7","115","7","0","7","-17","7,0116,","20",",7,0303,","5.5",",7,0302,","2.13",",7,0530,","89","7,0622,+","30","7,1009","22","7,1013","22","7,1013","15","7,1107","15","7,1107","32","7,0512","27","7,0501","23","7,0404","17","7,0328","16","7,0327","7648",,"7648","7","41.96",",7","79.0",",7","43.9","7","54.1","7","33.8","7",,,,,,,,,,,,
"USC00431565","CORINTH, VT US","44.0069","-72.3194","359.7","2013",,,"262",,"262","7","169","7","96","7","144",,"31","7","30","7","195","7","84","7","94","7","0","7","-21","7,0125,+","22",",7,0321,+","10.0",",7,1215,","1.40",",7,0810,","85","7,0706,+","31","7,0917","28","7,1023","18","7,1029","18","7,1029","16","7,1113","32","7,0528","27","7,0515","24","7,0424","20","7,0407","14","7,0326","8426",,"8426","7","47.09",",7","102.7",",7","41.2","7","51.2","7","31.3","7",,,,,,,,,,,,
"USC00431565","CORINTH, VT US","44.0069","-72.3194","359.7","2014",,,"127",,"127","7","146","7","90","7","150",,"28","7","51","7","189","7","91","7","93","7","1","7","-22","7,0104,","36",",7,0321,+","16.2",",7,0313,","1.64",",7,0517,","90","7,0703,","30","7,0915","28","7,1013","24","7,1103","19","7,1115","16","7,1116","32","7,0509","28","7,0426","23","7,0421","16","7,0418","16","7,0418","9486",,"9486","7","42.18",",7","118.3",",7","39.9","7","50.2","7","29.6","7",,,,,,,,,,,,
"USC00431565","CORINTH, VT US","44.0069","-72.3194","359.7","2015",,,"164",,"164","7","152","7","87","7","113",,"28","7","59","7","181","7","75","7","111","7","0","7","-25","7,0225,+","32",",7,0222,","6.5",",7,0222,","2.84",",7,0720,","87","7,0820,+","32","7,0927","28","7,1005","19","7,1018","19","7,1018","16","7,1019","32","7,0524","27","7,0523","24","7,0416","17","7,0409","13","7,0403","9506",,"9506","7","44.08",",7","74.9",",7","40.5","7","51.9","7","29.0","7",,,,,,,,,,,,
"USC00435768","NORTH HARTLAND LAKE, VT US","43.6027","-72.3621","173.7","2011",,,"366",,"366","7","164","7","94","7",,,,,"26","7","164","7","59","7","119","7","4","7","-24","7,0125,+",,,,,"2.74",",7,0829,","95","7,0723,","30","7,1006","27","7,1028","21","7,1106","18","7,1122","15","7,1211","31","7,0506","26","7,0423","22","7,0412","17","7,0330","14","7,0327","8064",,"8064","7","47.83",",7",,,"45.0","7","55.5","7","34.5","7",,,,,,,,,,,,
"USC00435768","NORTH HARTLAND LAKE, VT US","43.6027","-72.3621","173.7","2012",,,"414",,"414","7",,,,,,,,,"9","7","163","7","35","7","129","7","5","7","-14","7,0117,+",,,,,,,"94","7,0718,","25","7,1013","25","7,1013","21","7,1106","18","7,1107","16","7,1130","32","7,0512","26","7,0501","23","7,0403","20","7,0328","1","7,0307","6782",,"6782","7",,,,,"47.0","7","57.7","7","36.4","7",,,,,,,,,,,,
"USC00435768","NORTH HARTLAND LAKE, VT US","43.6027","-72.3621","173.7","2013",,,"404",,"404","7",,,,,,,,,"15","7","186","7","60","7","123","7","7","7","-17","7,0125,+",,,,,,,"92","7,0912,+","32","7,1021","26","7,1026","21","7,1029","18","7,1113","15","7,1121","32","7,0526","28","7,0515","24","7,0422","14","7,0323","14","7,0323","7490",,"7490","7","42.02",",7",,,"44.4","7","55.1","7","33.7","7",,,,,,,,,,,,
"USC00435768","NORTH HARTLAND LAKE, VT US","43.6027","-72.3621","173.7","2014",,,"257",,"257","7",,,,,,,,,"42","7","174","7","75","7","116","7","1","7","-21","7,0104,",,,,,,,"90","7,0703,","32","7,1012","27","7,1020","19","7,1115","19","7,1115","12","7,1122","30","7,0507","26","7,0421","24","7,0419","19","7,0417","8","7,0328","8536",,"8536","7",,,,,"42.9","7","53.7","7","32.1","7",,,,,,,,,,,,
"USC00435768","NORTH HARTLAND LAKE, VT US","43.6027","-72.3621","173.7","2015",,,"370",,"370","7",,,,,,,,,"42","7","166","7","75","7","129","7","1","7","-24","7,0225,+",,,,,,,"91","7,0730,","32","7,1005","23","7,1018","23","7,1018","17","7,1118","15","7,1124","32","7,0524","28","7,0425","22","7,0409","18","7,0403","12","7,0330","8532",,"8532","7","36.33",",7",,,"43.5","7","55.0","7","31.9","7",,,,,,,,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","44.53444","-72.61444","223.1","2010","3.8","W","396",,"396","W","128","W","53","W",,,,,"8","W","153","W","64","W","113","W","7","W","-13","W,0131,",,,,,"1.96",",W,0930,","93","W,0708,+","31","W,1010","27","W,1023","20","W,1103","17","W,1125","15","W,1128","32","W,0517","27","W,0513","20","W,0328","11","W,0327","11","W,0327","7264",,"7264","W","27.07",",W",,,"45.8","W","55.7","W","35.9","W","160","W","160","W",,,"29.1","W","51.0","W",,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","44.53444","-72.61444","223.1","2011","3.4","W","317",,"317","W","145","W","76","W",,,,,"26","W","152","W","60","W","121","W","4","W","-26","W,0124,",,,,,"3.59",",W,0828,","94","W,0721,","32","W,0917","26","W,1028","23","W,1029","17","W,1106","14","W,1122","31","W,0510","23","W,0422","23","W,0422","18","W,0408","15","W,0329","7832",,"7832","W","35.83",",W",,,"44.7","W","55.2","W","34.2","W","300","W","310","W",,,"32.0","W","47.0","W",,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","44.53444","-72.61444","223.1","2012","3.4","W","386",,"386","W","145","W","58","W","0",,,,"12","W","158","W","47","W","129","W","8","W","-19","W,0116,","0",",W,1231,+",,,"1.78",",W,1019,","92","W,0804,+","32","W,1008","23","W,1013","23","W,1013","19","W,1106","14","W,1107","32","W,0518","25","W,0430","20","W,0401","18","W,0327","-8","W,0306","6937",,"6937","W","23.71",",W",,,"46.2","W","57.4","W","35.0","W","90","W","70","W",,,"29.1","W","55.0","W",,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","44.53444","-72.61444","223.1","2013","3.6","W","385",,"385","W","184","W","95","W","0",,,,"21","W","169","W","60","W","123","W","5","W","-23","W,1217,","0",",W,1231,+",,,"1.59",",W,0611,","91","W,0719,+","31","W,0917","22","W,1028","22","W,1028","18","W,1029","15","W,1104","25","W,0515","25","W,0515","20","W,0422","11","W,0325","11","W,0325","7713",,"7713","W","41.85",",W",,,"43.9","W","54.3","W","33.4","W","300","W","320","W",,,"29.1","W","45.0","W",,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","44.53444","-72.61444","223.1","2014","4.0","W","233",,"233","W","152","W","84","W",,,,,"37","W","163","W","77","W","113","W","1","W","-24","W,0104,+",,,,,"1.38",",W,0902,","90","W,0702,","30","W,0919","27","W,1013","22","W,1118","13","W,1119","13","W,1119","27","W,0508","27","W,0508","20","W,0420","15","W,0417","15","W,0417","8630",,"8630","W","35.53",",W",,,"42.7","W","53.2","W","32.2","W","20","W","10","W",,,"29.1","W","42.1","W",,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","44.53444","-72.61444","223.1","2015","4.0","W","482",,"482","W","115","W","50","W","0",,,,"43","W","156","W","67","W","135","W","5","W","-29","W,0224,","0",",W,1231,+",,,"1.93",",W,0609,","93","W,0729,","31","W,1004","27","W,1017","22","W,1018","17","W,1019","12","W,1130","32","W,0515","22","W,0416","22","W,0416","14","W,0402","14","W,0402","8292",,"8292","W","22.48",",W",,,"44.1","W","55.7","W","32.5","W","310","W","300","W",,,"30.0","W","46.1","W",,
"USC00432698","EDEN 2 S, VT US","44.6722","-72.5572","443.8","2010",,,"359",,"359","0",,,,,"120",,"38","0","7","0","157","0","80","0","92","0","2","0","-14","0,0130,","27",",0,0225,","18.0",",0,0428,",,,"91","0,0708,","32","0,1016","27","0,1023","22","0,1103","16","0,1121","16","0,1121","28","0,0512","28","0,0512","18","0,0328","18","0,0328","11","0,0327","7925",,"7925","0",,,"154.2",",0","44.0","0","51.7","0","36.4","0",,,,,,,,,,,,
"USC00432698","EDEN 2 S, VT US","44.6722","-72.5572","443.8","2011",,,"247",,"247","7","210","7","115","7",,,,,"15","7","155","7","78","7","102","7","0","7","-25","7,0124,",,,,,"3.27",",7,0829,","89","7,0722,","32","7,1006","25","7,1028","24","7,1105","18","7,1122","16","7,1217","32","7,0425","26","7,0422","24","7,0416","19","7,0415","15","7,0328","8517",,"8517","7","60.47",",7",,,"43.6","7","51.6","7","35.5","7",,,,,,,,,,,,
"USC00431363","CHELSEA 2 NW, VT US","44.0108","-72.4833","438.9","2010",,,"261",,"261","0","153","0","95","0","97",,"21","0","10","0","178","0","77","0","98","0","0","0","-11","0,0130,","27",",0,0225,","13.0",",0,0224,","3.71",",0,1001,","89","0,0708,","32","0,1003","26","0,1019","18","0,1103","18","0,1103","15","0,1125","31","0,0513","28","0,0512","24","0,0329","10","0,0328","10","0,0328","8051",,"8051","0","48.04",",0","61.4",",0","43.5","0","52.6","0","34.5","0",,,,,,,,,,,,
"USC00431363","CHELSEA 2 NW, VT US","44.0108","-72.4833","438.9","2011",,,"190",,"190","7","152","7","102","7",,,,,"21","7","166","7","77","7","107","7","0","7","-20","7,0124,",,,,,"4.30",",7,0829,","89","7,0723,","29","7,1006","26","7,1028","24","7,1029","16","7,1122","16","7,1122","32","7,0506","28","7,0423","23","7,0416","19","7,0408","14","7,0329","8744",,"8744","7","48.48",",7",,,"43.0","7","52.5","7","33.6","7",,,,,,,,,,,,
"USC00431363","CHELSEA 2 NW, VT US","44.0108","-72.4833","438.9","2012",,,"213",,"213","7","147","7","88","7",,,"22","7","12","7","164","7","68","7","111","7","0","7","-12","7,0116,",,,"6.5",",7,1228,","1.91",",7,0810,","89","7,0622,","23","7,1013","23","7,1013","23","7,1013","16","7,1107","16","7,1107","32","7,0512","27","7,0430","23","7,0402","15","7,0328","15","7,0328","7490",,"7490","7","41.51",",7","66.3",",7","44.4","7","54.2","7","34.7","7",,,,,,,,,,,,
"USC00431363","CHELSEA 2 NW, VT US","44.0108","-72.4833","438.9","2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9109",,"9109",,,,,,,,,,,,,,,,,,,,,,,
"USC00434115","IRASBURG 1 SW, VT US","44.7925","-72.2934","259.1","2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8387",,"8387","7",,,,,,,,,,,,,,,,,,,,,,
"USC00432773","ENOSBURG FALLS 2, VT US","44.9096","-72.8137","129.5","2010",,,"382",,"382","0",,,,,,,"22","0","20","0","184","0","61","0","120","0","12","0","-21","0,0110,",,,"14.0",",0,0103,",,,"97","0,0710,+","32","0,0921","27","0,1010","19","0,1103","19","0,1103","11","0,1125","31","0,0518","25","0,0513","24","0,0512","9","0,0328","9","0,0328","7569",,"7569","0",,,"88.4",",0","44.8","0","56.4","0","33.1","0",,,,,,,,,,,,
"USC00432773","ENOSBURG FALLS 2, VT US","44.9096","-72.8137","129.5","2011",,,"344",,"344","7","96","7","66","7","102",,"26","7","39","7","170","7","59","7","120","7","7","7","-34","7,0125,","48",",7,0215,+","13.0",",7,0307,","5.25",",7,0905,","95","7,0722,","28","7,1006","28","7,1006","20","7,1030","20","7,1030","13","7,1122","29","7,0501","22","7,0423","22","7,0423","19","7,0409","16","7,0330","8471",,"8471","7","47.91",",7","81.0",",7","44.0","7","56.0","7","31.9","7",,,,,,,,,,,,
"USC00432773","ENOSBURG FALLS 2, VT US","44.9096","-72.8137","129.5","2012",,,"377",,"377","7","82","7","47","7","73",,"21","7","22","7","162","7","44","7","129","7","9","7","-18","7,0116,","23",",7,1231,","10.0",",7,1223,","6.13",",7,0905,","95","7,0622,+","32","7,0921","21","7,1013","21","7,1013","16","7,1107","16","7,1107","32","7,0519","24","7,0430","24","7,0430","18","7,0404","-10","7,0308","6783",,"6783","7","30.72",",7","53.6",",7","45.9","7","57.8","7","34.0","7",,,,,,,,,,,,
"USC00432773","ENOSBURG FALLS 2, VT US","44.9096","-72.8137","129.5","2014",,,"347",,"347","7","92","7","32","7",,,"24","7","46","7","165","7","68","7","121","7","1","7","-30","7,0123,",,,"8.0",",7,0206,","1.00",",7,0416,","90","7,0701,","29","7,0919","28","7,1014","21","7,1115","19","7,1119","15","7,1122","32","7,0518","28","7,0509","24","7,0426","20","7,0421","10","7,0418",,,,,"10.88",",7","52.8",",7","43.0","7","55.3","7","30.6","7",,,,,,,,,,,,
"USC00432773","ENOSBURG FALLS 2, VT US","44.9096","-72.8137","129.5","2015",,,"441",,"441","7",,,,,,,"34","7","55","7","179","7","67","7","142","7","9","7","-33","7,0225,",,,"8.0",",7,0203,",,,"93","7,0730,","30","7,1005","27","7,1015","21","7,1018","16","7,1019","16","7,1019","32","7,0524","22","7,0418","22","7,0418","20","7,0409","15","7,0403","8462",,"8462","7",,,"91.3",",7","42.8","7","56.2","7","29.4","7",,,,,,,,,,,,
"USC00438652","WALDEN 4 N, VT US","44.5027","-72.2204","685.8","2010",,,"168",,"168","0","181","0","109","0","149",,"38","0","16","0","191","0","107","0","79","0","0","0","-17","0,0131,+","39",",0,0228,+","13.6",",0,0428,","3.75",",0,1001,","88","0,0708,","32","0,0921","28","0,1013","24","0,1023","18","0,1103","13","0,1120","26","0,0514","26","0,0514","21","0,0329","6","0,0328","6","0,0328",,,,,"53.37",",0","131.9",",0","40.2","0","48.6","0","31.7","0",,,,,,,,,,,,
"USC00438652","WALDEN 4 N, VT US","44.5027","-72.2204","685.8","2011",,,"77",,"77","7","184","7","114","7","154",,"40","7","37","7","183","7","102","7","86","7","0","7","-25","7,0125,+","49",",7,0308,","13.0",",7,0307,","5.03",",7,0829,","87","7,0723,","29","7,0917","28","7,1007","23","7,1028","20","7,1029","14","7,1122","30","7,0507","28","7,0502","20","7,0423","20","7,0423","16","7,0416","9906",,"9906","7","61.81",",7","157.5",",7","39.6","7","49.0","7","30.1","7",,,,,,,,,,,,
"USC00438652","WALDEN 4 N, VT US","44.5027","-72.2204","685.8","2012",,,"107",,"107","7","189","7","108","7","144",,"42","7","21","7","182","7","95","7","95","7","0","7","-15","7,0116,+","29",",7,0302,","7.8",",7,0225,","2.01",",7,0810,","86","7,0805,+","31","7,0920","28","7,1009","22","7,1013","14","7,1106","14","7,1106","32","7,0512","26","7,0501","20","7,0429","20","7,0429","16","7,0331","8617",,"8617","7","49.13",",7","126.0",",7","40.9","7","50.5","7","31.4","7",,,,,,,,,,,,
"USC00438652","WALDEN 4 N, VT US","44.5027","-72.2204","685.8","2013",,,"169",,"169","7","209","7","120","7","170",,"47","7","43","7","196","7","110","7","82","7","0","7","-20","7,0124,","30",",7,0324,+","10.0",",7,0320,","2.29",",7,0723,","87","7,0718,","32","7,0906","25","7,1023","23","7,1024","20","7,1026","15","7,1029","29","7,0527","26","7,0515","22","7,0424","19","7,0422","12","7,0407","9388",,"9388","7","54.09",",7","147.2",",7","38.6","7","48.0","7","29.2","7",,,,,,,,,,,,
"USC00438652","WALDEN 4 N, VT US","44.5027","-72.2204","685.8","2014",,,"66",,"66","7","181","7","109","7","165",,"50","7","51","7","196","7","114","7","78","7","0","7","-21","7,0324,","44",",7,0324,+","12.5",",7,0313,","1.20",",7,1210,","86","7,0703,","30","7,0913","26","7,0915","23","7,0919","19","7,1103","14","7,1115","32","7,0529","28","7,0508","23","7,0421","15","7,0418","15","7,0418","10365",,"10365","7","44.40",",7","152.3",",7","37.1","7","46.6","7","27.6","7",,,,,,,,,,,,
"USC00438652","WALDEN 4 N, VT US","44.5027","-72.2204","685.8","2015",,,"103",,"103","7","187","7","106","7","146",,"42","7","60","7","196","7","107","7","87","7","0","7","-27","7,0109,+","38",",7,0317,+","7.5",",7,0104,","2.52",",7,0720,","84","7,0819,+","31","7,0926","27","7,1004","14","7,1018","14","7,1018","14","7,1018","32","7,0608","27","7,0524","23","7,0426","20","7,0409","14","7,0408","10430",,"10430","7","44.90",",7","101.5",",7","37.6","7","47.8","7","27.5","7",,,,,,,,,,,,
"USC00431243","CAVENDISH, VT US","43.3847","-72.5988","256.6","2010",,,"461",,"461","0","129","0","86","0","97",,"16","0","9","0","178","0","48","0","134","0","10","0","-8","0,0131,","26",",0,0225,","14.5",",0,0224,","3.42",",0,1001,","98","0,0707,","27","0,1010","27","0,1010","24","0,1019","19","0,1103","15","0,1128","32","0,0517","28","0,0513","24","0,0414","18","0,0328","13","0,0327","7250",,"7250","0","49.52",",0","64.3",",0","46.3","0","58.2","0","34.4","0",,,,,,,,,,,,
"USC00431243","CAVENDISH, VT US","43.3847","-72.5988","256.6","2011",,,"416",,"416","7","156","7","98","7","114",,"29","7","26","7","174","7","48","7","125","7","7","7","-20","7,0125,+","30",",7,0228,","9.7",",7,0226,","5.46",",7,0829,","96","7,0723,","32","7,0917","25","7,1028","22","7,1031","18","7,1106","16","7,1122","32","7,0507","26","7,0423","24","7,0415","20","7,0409","16","7,0330","7981",,"7981","7","62.35",",7","99.0",",7","45.4","7","57.1","7","33.7","7",,,,,,,,,,,,
"USC00431243","CAVENDISH, VT US","43.3847","-72.5988","256.6","2012",,,"441",,"441","7","135","7","83","7",,,,,"9","7","172","7","31","7","136","7","13","7","-15","7,0117,+",,,,,"2.24",",7,0919,","95","7,0718,","31","7,0925","22","7,1013","22","7,1013","18","7,1106","16","7,1107","32","7,0513","24","7,0430","24","7,0430","20","7,0403","16","7,0311","6774",,"6774","7","38.96",",7",,,"47.1","7","59.2","7","35.0","7",,,,,,,,,,,,
"USC00431243","CAVENDISH, VT US","43.3847","-72.5988","256.6","2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7458",,"7458","7",,,,,,,,,,,,,,,,,,,,,,
"USC00439984","WOODSTOCK, VT US","43.6303","-72.5072","182.9","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7154",,"7154","0",,,,,,,,,,,,,,,,,,,,,,
"USC00439984","WOODSTOCK, VT US","43.6303","-72.5072","182.9","2011",,,"456",,"456","7","158","7","98","7",,,,,"27","7","161","7","55","7","125","7","5","7","-28","7,0124,",,,,,"5.64",",7,0829,","96","7,0723,","29","7,1006","26","7,1028","23","7,1031","19","7,1106","15","7,1211","31","7,0506","24","7,0422","24","7,0422","20","7,0407","15","7,0329",,,,,"57.26",",7",,,"45.8","7","57.0","7","34.5","7",,,,,,,,,,,,
"USC00439984","WOODSTOCK, VT US","43.6303","-72.5072","182.9","2012",,,"479",,"479","7","128","7","82","7",,,,,"9","7","160","7","29","7","132","7","8","7","-17","7,0116,",,,,,"2.90",",7,0919,","94","7,0718,","22","7,1013","22","7,1013","22","7,1013","17","7,1107","15","7,1130","31","7,0512","25","7,0430","23","7,0407","20","7,0312","8","7,0307","6422",,"6422","7","38.96",",7",,,"47.9","7","59.4","7","36.4","7",,,,,,,,,,,,
"USC00439984","WOODSTOCK, VT US","43.6303","-72.5072","182.9","2013",,,"490",,"490","7","139","7","83","7",,,,,"18","7","175","7","50","7","133","7","11","7","-17","7,0125,+",,,,,"1.70",",7,0703,","93","7,0719,+","31","7,1009","28","7,1024","18","7,1029","18","7,1029","14","7,1121","31","7,0527","28","7,0515","23","7,0422","19","7,0325","13","7,0323","7159",,"7159","7","43.59",",7",,,"45.0","7","56.5","7","33.5","7",,,,,,,,,,,,
"USC00439984","WOODSTOCK, VT US","43.6303","-72.5072","182.9","2014",,,"349",,"349","7","131","7","80","7",,,,,"43","7","174","7","63","7","125","7","2","7","-20","7,0104,",,,,,"2.33",",7,0729,","94","7,0703,","31","7,0919","27","7,1020","20","7,1115","20","7,1115","16","7,1120","29","7,0508","27","7,0425","23","7,0420","19","7,0417","13","7,0328","8189",,"8189","7","44.97",",7",,,"43.6","7","55.3","7","31.9","7",,,,,,,,,,,,
"USC00439984","WOODSTOCK, VT US","43.6303","-72.5072","182.9","2015",,,"430",,"430","7","112","7","75","7",,,,,"48","7","166","7","67","7","132","7","3","7","-26","7,0224,",,,,,"1.67",",7,0930,","93","7,0730,","30","7,1005","21","7,1018","21","7,1018","20","7,1019","16","7,1118","30","7,0523","25","7,0417","21","7,0408","17","7,0402","16","7,0401","8112",,"8112","7","37.84",",7",,,"44.2","7","57.0","7","31.4","7",,,,,,,,,,,,
"US1VTOL0001","WESTFIELD 0.7 WNW, VT US","44.8916","-72.4435","325.8","2011",,,,,,,"212","N","125","N",,,,,,,,,,,,,,,,,,,,,"4.85",",N,0829,",,,,,,,,,,,,,,,,,,,,,,,,,,,"62.25",",N",,,,,,,,,,,,,,,,,,,,
"US1VTOL0001","WESTFIELD 0.7 WNW, VT US","44.8916","-72.4435","325.8","2014",,,,,,,"200","N","111","N",,,,,,,,,,,,,,,,,,,,,"1.75",",N,0416,",,,,,,,,,,,,,,,,,,,,,,,,,,,"48.45",",N",,,,,,,,,,,,,,,,,,,,
"US1VTOL0001","WESTFIELD 0.7 WNW, VT US","44.8916","-72.4435","325.8","2015",,,,,,,"194","N","116","N",,,,,,,,,,,,,,,,,,,,,"2.37",",N,0930,",,,,,,,,,,,,,,,,,,,,,,,,,,,"55.33",",N",,,,,,,,,,,,,,,,,,,,
"USC00438556","UNION VILLAGE DAM, VT US","43.7917","-72.2578","140.2","2010",,,,,,,"132","0","77","0",,,"11","0",,,,,,,,,,,,,,,"11.8",",0,1227,","3.52",",0,1001,",,,,,,,,,,,,,,,,,,,,,,,,,,,"39.35",",0","33.4",",0",,,,,,,,,,,,,,,,,,
"USC00438556","UNION VILLAGE DAM, VT US","43.7917","-72.2578","140.2","2011",,,"427",,"427","7","159","7","95","7",,,,,"30","7","171","7","55","7","127","7","6","7","-27","7,0125,",,,,,"3.40",",7,0829,","96","7,0723,","30","7,1006","27","7,1028","23","7,1031","18","7,1106","16","7,1122","31","7,0506","24","7,0423","24","7,0423","20","7,0409","15","7,0330",,,,,"50.72",",7",,,"45.1","7","56.6","7","33.5","7",,,,,,,,,,,,
"USC00438556","UNION VILLAGE DAM, VT US","43.7917","-72.2578","140.2","2012",,,"416",,"416","7",,,,,,,,,"9","7","166","7","34","7","130","7","6","7","-13","7,0117,+",,,,,,,"94","7,0718,+","22","7,1013","22","7,1013","22","7,1013","18","7,1107","16","7,1118","32","7,0513","28","7,0501","24","7,0430","19","7,0404","16","7,0312","6751",,"6751","7",,,,,"46.9","7","58.4","7","35.4","7",,,,,,,,,,,,
"USC00438556","UNION VILLAGE DAM, VT US","43.7917","-72.2578","140.2","2013",,,"471",,"471","7",,,,,,,,,"18","7","189","7","57","7","126","7","10","7","-19","7,0125,+",,,,,,,"93","7,0720,+","31","7,0917","28","7,1025","18","7,1029","18","7,1029","16","7,1113","32","7,0527","28","7,0515","24","7,0408","19","7,0404","12","7,0323","7557",,"7557","7","36.39",",7",,,"44.4","7","55.8","7","33.0","7",,,,,,,,,,,,
"USC00438556","UNION VILLAGE DAM, VT US","43.7917","-72.2578","140.2","2014",,,"274",,"274","7","144","7","75","7",,,,,"46","7","179","7","70","7","123","7","3","7","-22","7,0104,",,,,,"2.92",",7,0626,","93","7,0703,","30","7,0919","28","7,1013","20","7,1115","20","7,1115","16","7,1121","31","7,0508","28","7,0507","24","7,0421","20","7,0418","5","7,0328","8566",,"8566","7","41.69",",7",,,"42.9","7","54.4","7","31.3","7",,,,,,,,,,,,
"USC00438556","UNION VILLAGE DAM, VT US","43.7917","-72.2578","140.2","2015",,,"426",,"426","7","129","7","73","7","100",,"19","7","44","7","176","7","67","7","138","7","6","7","-25","7,0225,+","21",",7,0222,","5.0",",7,0409,","1.72",",7,0826,","93","7,0730,","31","7,1004","21","7,1018","21","7,1018","18","7,1019","14","7,1124","28","7,0523","28","7,0523","23","7,0416","19","7,0403","11","7,0330","8503",,"8503","7","37.33",",7","50.1",",7","43.8","7","56.5","7","31.0","7",,,,,,,,,,,,
"USC00436335","PERU, VT US","43.26271","-72.90553","518.2","2015",,,,,,,"141","7","90","7",,,,,,,,,,,,,,,,,,,,,"1.91",",7,0119,",,,,,,,,,,,,,,,,,,,,,,,,,,,"49.97",",7",,,,,,,,,,,,,,,,,,,,
"US1VTOL0002","BARTON 3.0 ENE, VT US","44.75863","-72.11683","456.9","2015",,,,,,,"181","N","102","N",,,,,,,,,,,,,,,,,,,,,"2.19",",N,0930,",,,,,,,,,,,,,,,,,,,,,,,,,,,"45.50",",N",,,,,,,,,,,,,,,,,,,,
"USC00431580","CORNWALL, VT US","43.9573","-73.2106","105.2","2010",,,"583",,"583","0",,,,,,,,,"7","0","150","0","59","0","126","0","11","0","-7","0,0110,",,,,,,,"96","0,0709,","32","0,1010","22","0,1103","22","0,1103","19","0,1125","10","0,1209","30","0,0513","28","0,0512","21","0,0328","14","0,0327","14","0,0327",,,,,"44.12",",0",,,"47.2","0","56.8","0","37.7","0",,,,,,,,,,,,
"USC00431580","CORNWALL, VT US","43.9573","-73.2106","105.2","2011",,,"533",,"533","7",,,,,,,,,"15","7","143","7","54","7","123","7","9","7","-23","7,0125,+",,,,,,,"96","7,0723,+","32","7,1006","26","7,1028","17","7,1122","17","7,1122","7","7,1218","29","7,0423","27","7,0422","24","7,0408","20","7,0407","16","7,0327","7550",,"7550","7",,,,,"46.8","7","55.9","7","37.6","7",,,,,,,,,,,,
