STATION,NAME,LATITUDE,LONGITUDE,COUNTY,ELEVATION,DATE,AWND,AWND_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,FZF0,FZF0_ATTRIBUTES,FZF1,FZF1_ATTRIBUTES,FZF2,FZF2_ATTRIBUTES,FZF3,FZF3_ATTRIBUTES,FZF4,FZF4_ATTRIBUTES,FZF5,FZF5_ATTRIBUTES,FZF6,FZF6_ATTRIBUTES,FZF7,FZF7_ATTRIBUTES,FZF8,FZF8_ATTRIBUTES,FZF9,FZF9_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93
USC00435982,"N SPRINGFIELD LAKE, VT US",43.3392,-72.5056,Windsor,170.7,2017,,,574.0,,574.0,7,131.0,7,81.0,7,,,,,12.0,7,149.0,7,45.0,7,145.0,7,17.0,7,-13.0,"7,1231,+",,,,,1.84,",7,1030,",97.0,"7,0613,",30.0,"71,017",22.0,"71,109",22.0,"71,109",19.0,"71,111",16.0,"71,128",32.0,"70,505",25.0,"70,404",21.0,"70,327",13.0,"70,324",13.0,"70,324",6875.0,,6875.0,7,44.19,",7",,,47.7,7,58.6,7,36.8,7,,,,,,,,,,,,,,,,,,,,
USC00435982,"N SPRINGFIELD LAKE, VT US",43.3392,-72.5056,Windsor,170.7,2018,,,727.0,,727.0,7,141.0,7,89.0,7,127.0,,,,11.0,7,170.0,7,46.0,7,136.0,7,22.0,7,-20.0,"7,0103,",23.0,",7,0308,",,,1.76,",7,1222,",99.0,"7,0705,",31.0,"71,017",27.0,"71,019",24.0,"71,022",14.0,"71,115",14.0,"71,115",27.0,"70,425",27.0,"70,425",23.0,"70,411",18.0,"70,406",7.0,"70,321",7058.0,,7058.0,7,49.11,",7",,,47.0,7,57.5,7,36.4,7,,,,,,,,,,,,,,,,,,,,
USC00435982,"N SPRINGFIELD LAKE, VT US",43.3392,-72.5056,Windsor,170.7,2019,,,,,,,149.0,H,87.0,H,102.0,,19.0,H,19.0,H,166.0,H,,,,,,,-10.0,"H,0203,+",16.0,",H,0121,+",12.0,",H,0120,",2.37,",H,1017,",,,29.0,"71,005",28.0,"71,006",24.0,"71,102",15.0,"71,109",15.0,"71,109",31.0,"70,430",28.0,"70,418",24.0,"70,405",19.0,"70,402",15.0,"70,328",7680.0,,7680.0,7,43.76,",H",58.6,",H",,,,,33.0,H,,,,,,,,,,,,,,,,,,,,
USC00430193,"AVERILL, VT US",45.0057,-71.6903,Essex,517.9,2015,,,94.0,,94.0,7,130.0,7,106.0,7,115.0,,44.0,7,62.0,7,203.0,7,95.0,7,91.0,7,0.0,7,-28.0,"7,0217,+",34.0,",7,0223,",8.1,",7,1220,",2.1,",7,0930,",85.0,"7,0730,",30.0,"70,921",27.0,"70,926",19.0,"71,018",19.0,"71,018",15.0,"71,019",30.0,"70,607",27.0,"70,523",19.0,"70,416",19.0,"70,416",8.0,"70,408",10186.0,,10186.0,7,44.33,",7",146.6,",7",37.8,7,48.8,7,26.8,7,,,,,,,,,,,,,,,,,,,,
USC00430193,"AVERILL, VT US",45.0057,-71.6903,Essex,517.9,2016,,,192.0,,192.0,7,,,,,121.0,,48.0,7,32.0,7,198.0,7,84.0,7,101.0,7,0.0,7,-26.0,"7,0215,+",14.0,",7,1231,+",8.0,",7,1121,",,,87.0,"7,0714,",30.0,"70,916",27.0,"70,926",21.0,"71,015",19.0,"71,027",12.0,"71,129",30.0,"70,520",28.0,"70,516",21.0,"70,430",14.0,"70,429",14.0,"70,429",8839.0,,8839.0,7,,,143.3,",7",40.5,7,51.2,7,29.8,7,,,,,,,,,,,,,,,,,,,,
USC00430193,"AVERILL, VT US",45.0057,-71.6903,Essex,517.9,2017,,,146.0,,146.0,7,,,,,149.0,,50.0,7,39.0,7,176.0,7,91.0,7,94.0,7,0.0,7,-27.0,"7,1229,",39.0,",7,0217,",18.0,",7,0315,",,,88.0,"7,0926,+",29.0,"71,001",26.0,"71,012",12.0,"71,108",12.0,"71,108",12.0,"71,108",32.0,"70,615",22.0,"70,509",22.0,"70,509",20.0,"70,414",15.0,"70,410",8706.0,,8706.0,7,,,185.0,",7",40.0,7,50.4,7,29.6,7,,,,,,,,,,,,,,,,,,,,
USC00430193,"AVERILL, VT US",45.0057,-71.6903,Essex,517.9,2018,,,271.0,,271.0,7,150.0,7,97.0,7,174.0,,59.0,7,41.0,7,204.0,7,97.0,7,101.0,7,3.0,7,-25.0,"7,0102,",33.0,",7,0316,",12.0,",7,0208,",1.23,",7,0113,",90.0,"7,0706,+",29.0,"70,909",28.0,"70,923",24.0,"71,018",19.0,"71,026",8.0,"71,112",32.0,"70,622",27.0,"70,518",22.0,"70,512",16.0,"70,423",16.0,"70,423",9124.0,,9124.0,7,28.6,",7",205.0,",7",39.5,7,49.8,7,29.2,7,,,,,,,,,,,,,,,,,,,,
USC00430193,"AVERILL, VT US",45.0057,-71.6903,Essex,517.9,2019,,,,,,,,,,,160.0,,57.0,H,,,,,,,,,,,,,48.0,",H,0323,",19.8,",H,0323,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.53,",H",185.7,",H",,,,,,,,,,,,,,,,,,,,,,,,,,
USC00433341,"GILMAN, VT US",44.4112,-71.7186,Essex,256.0,2015,,,,,,,148.0,7,97.0,7,,,26.0,7,,,,,,,,,,,,,,,7.5,",7,0128,",2.6,",7,0531,",,,,,,,,,,,,,,,,,,,,,,,,,,,45.51,",7",80.3,",7",,,,,,,,,,,,,,,,,,,,,,,,,,
USC00433341,"GILMAN, VT US",44.4112,-71.7186,Essex,256.0,2016,,,,,,,104.0,7,85.0,7,,,16.0,7,,,,,,,,,,,,,,,4.0,",7,1218,",1.8,",7,0813,",,,,,,,,,,,,,,,,,,,,,,,,,,,36.47,",7",34.3,",7",,,,,,,,,,,,,,,,,,,,,,,,,,
USC00433341,"GILMAN, VT US",44.4112,-71.7186,Essex,256.0,2018,,,,,,,136.0,7,97.0,7,132.0,,26.0,7,,,,,,,,,,,,,19.0,",7,0209,",8.5,",7,0105,",2.35,",7,0904,",,,,,,,,,,,,,,,,,,,,,,,,,,,36.51,",7",69.6,",7",,,,,,,,,,,,,,,,,,,,,,,,,,
USC00436995,"RUTLAND, VT US",43.6253,-72.9781,Rutland,189.0,2015,,,348.0,,348.0,7,142.0,7,72.0,7,88.0,,21.0,7,42.0,7,167.0,7,66.0,7,134.0,7,2.0,7,-23.0,"7,0217,+",17.0,",7,0222,",5.4,",7,0203,+",2.25,",7,0930,",90.0,"7,0908,+",31.0,"71,005",24.0,"71,018",24.0,"71,018",20.0,"71,019",15.0,"71,124",32.0,"70,524",25.0,"70,417",24.0,"70,416",16.0,"70,402",16.0,"70,402",8408.0,,8408.0,7,34.35,",7",62.6,",7",43.8,7,55.9,7,31.6,7,,,,,,,,,,,,,,,,,,,,
USC00436995,"RUTLAND, VT US",43.6253,-72.9781,Rutland,189.0,2016,,,395.0,,395.0,7,153.0,7,77.0,7,66.0,,17.0,7,12.0,7,173.0,7,42.0,7,133.0,7,2.0,7,-17.0,"7,0214,",4.0,",7,1223,+",3.4,",7,1121,",1.49,",7,0225,",90.0,"7,0812,+",32.0,"70,925",26.0,"71,015",22.0,"71,101",19.0,"71,205",16.0,"71,210",31.0,"70,511",28.0,"70,510",23.0,"70,428",12.0,"70,407",12.0,"70,407",6954.0,,6954.0,7,34.73,",7",41.3,",7",46.3,7,57.7,7,34.8,7,,,,,,,,,,,,,,,,,,,,
USC00436995,"RUTLAND, VT US",43.6253,-72.9781,Rutland,189.0,2017,,,295.0,,295.0,7,151.0,7,85.0,7,83.0,,24.0,7,16.0,7,165.0,7,50.0,7,124.0,7,1.0,7,-17.0,"7,1230,",14.0,",7,0317,+",15.1,",7,0315,",1.59,",7,0315,",91.0,"7,0519,",31.0,"71,002",27.0,"71,017",22.0,"71,108",19.0,"71,109",12.0,"71,111",31.0,"70,505",28.0,"70,420",24.0,"70,409",17.0,"70,327",16.0,"70,326",7196.0,,7196.0,7,36.3,",7",77.6,",7",45.4,7,56.2,7,34.6,7,,,,,,,,,,,,,,,,,,,,
USC00436995,"RUTLAND, VT US",43.6253,-72.9781,Rutland,189.0,2018,,,469.0,,469.0,7,154.0,7,97.0,7,105.0,,28.0,7,16.0,7,176.0,7,56.0,7,126.0,7,7.0,7,-24.0,"7,0108,+",19.0,",7,0316,",9.6,",7,0205,",2.07,",7,0804,",97.0,"7,0703,",31.0,"71,014",25.0,"71,022",24.0,"71,031",20.0,"71,114",13.0,"71,115",32.0,"70,514",24.0,"70,424",24.0,"70,424",20.0,"70,412",16.0,"70,327",7777.0,,7777.0,7,40.15,",7",97.9,",7",44.7,7,55.2,7,34.2,7,,,,,,,,,,,,,,,,,,,,
USC00436995,"RUTLAND, VT US",43.6253,-72.9781,Rutland,189.0,2019,,,292.0,,292.0,H,166.0,N,109.0,N,103.0,,29.0,N,27.0,H,172.0,H,62.0,H,115.0,H,2.0,H,-22.0,"H,0123,",18.0,",N,0123,+",10.2,",N,0120,",1.76,",N,0415,",90.0,"H,0731,+",32.0,"70,919",28.0,"71,005",21.0,"71,108",12.0,"71,109",12.0,"71,109",32.0,"70,509",26.0,"70,429",23.0,"70,412",19.0,"70,405",12.0,"70,328",7926.0,,7926.0,H,45.63,",N",87.2,",N",43.5,H,54.7,H,32.3,H,,,,,,,,,,,,,,,,,,,,
US1VTCH0004,"UNDERHILL 4.4 NNE, VT US",44.587739,-72.922508,Chittenden,285.3,2015,,,,,,,171.0,N,102.0,N,106.0,,31.0,N,,,,,,,,,,,,,22.0,",N,0223,+",6.6,",N,0203,",3.5,",N,0930,",,,,,,,,,,,,,,,,,,,,,,,,,,,49.7,",N",95.0,",N",,,,,,,,,,,,,,,,,,,,,,,,,,
US1VTCH0004,"UNDERHILL 4.4 NNE, VT US",44.587739,-72.922508,Chittenden,285.3,2016,,,,,,,179.0,N,99.0,N,,,31.0,N,,,,,,,,,,,,,,,8.6,",N,1122,",1.95,",N,0225,",,,,,,,,,,,,,,,,,,,,,,,,,,,42.06,",N",93.0,",N",,,,,,,,,,,,,,,,,,,,,,,,,,
US1VTCH0004,"UNDERHILL 4.4 NNE, VT US",44.587739,-72.922508,Chittenden,285.3,2017,,,,,,,202.0,N,117.0,N,,,37.0,N,,,,,,,,,,,,,,,22.1,",N,0315,",1.85,",N,0630,",,,,,,,,,,,,,,,,,,,,,,,,,,,50.17,",N",150.8,",N",,,,,,,,,,,,,,,,,,,,,,,,,,
US1VTCH0004,"UNDERHILL 4.4 NNE, VT US",44.587739,-72.922508,Chittenden,285.3,2018,,,,,,,190.0,N,115.0,N,136.0,,44.0,N,,,,,,,,,,,,,27.0,",N,0316,+",11.4,",N,0314,",2.05,",N,0113,",,,,,,,,,,,,,,,,,,,,,,,,,,,48.78,",N",152.0,",N",,,,,,,,,,,,,,,,,,,,,,,,,,
US1VTCH0004,"UNDERHILL 4.4 NNE, VT US",44.587739,-72.922508,Chittenden,285.3,2019,,,,,,,194.0,N,118.0,N,134.0,,39.0,N,,,,,,,,,,,,,22.0,",N,0121,",14.3,",N,0323,",3.68,",N,1101,",,,,,,,,,,,,,,,,,,,,,,,,,,,53.31,",N",149.7,",N",,,,,,,,,,,,,,,,,,,,,,,,,,
USC00439988,"WORCESTER 2 W, VT US",44.3747,-72.5822,Washington,414.5,2015,,,268.0,,268.0,7,,,,,108.0,,27.0,7,37.0,7,155.0,7,82.0,7,118.0,7,0.0,7,-21.0,"7,0109,+",27.0,",7,0309,+",7.5,",7,0224,",,,88.0,"7,0730,",30.0,"71,015",21.0,"71,019",21.0,"71,019",19.0,"71,020",13.0,"71,130",29.0,"70,426",26.0,"70,410",22.0,"70,407",14.0,"70,403",14.0,"70,403",8853.0,,8853.0,7,,,87.2,",7",42.5,7,52.3,7,32.6,7,,,,,,,,,,,,,,,,,,,,
USC00439988,"WORCESTER 2 W, VT US",44.3747,-72.5822,Washington,414.5,2019,,,,,,,,,,,144.0,,42.0,H,,,,,,,,,,,,,28.0,",H,0312,+",9.8,",H,0323,",,,,,,,,,,,,,,,,,,,,,,,,,8484.0,,8484.0,7,,,145.1,",H",,,,,,,,,,,,,,,,,,,,,,,,,,
USC00437607,"SOUTH HERO, VT US",44.6264,-73.303,Grand Isle,33.5,2015,,,693.0,,693.0,7,120.0,7,77.0,7,73.0,,11.0,7,30.0,7,129.0,7,69.0,7,137.0,7,6.0,7,-17.0,"7,0224,+",11.0,",7,0221,",6.0,",7,1229,",2.07,",7,0930,",94.0,"7,0818,",30.0,"71,018",25.0,"71,019",24.0,"71,123",17.0,"71,130",14.0,"71,228",27.0,"70,416",27.0,"70,416",19.0,"70,408",19.0,"70,408",12.0,"70,329",7756.0,,7756.0,7,37.7,",7",36.3,",7",46.7,7,56.0,7,37.3,7,,,,,,,,,,,,,,,,,,,,
USC00437607,"SOUTH HERO, VT US",44.6264,-73.303,Grand Isle,33.5,2016,,,808.0,,808.0,7,120.0,7,70.0,7,49.0,,10.0,7,9.0,7,143.0,7,45.0,7,132.0,7,9.0,7,-17.0,"7,0214,",4.0,",7,0102,+",3.3,",7,1205,",1.78,",7,0605,",95.0,"7,0706,",32.0,"71,027",28.0,"71,107",23.0,"71,205",19.0,"71,209",15.0,"71,211",32.0,"70,509",28.0,"70,429",20.0,"70,410",20.0,"70,410",16.0,"70,405",6505.0,,6505.0,7,26.7,",7",28.7,",7",48.5,7,57.6,7,39.3,7,,,,,,,,,,,,,,,,,,,,
USC00437607,"SOUTH HERO, VT US",44.6264,-73.303,Grand Isle,33.5,2017,,,561.0,,561.0,7,146.0,7,88.0,7,72.0,,19.0,7,7.0,7,136.0,7,56.0,7,130.0,7,2.0,7,-12.0,"7,1228,",24.0,",7,0315,",17.0,",7,0315,",1.76,",7,0315,",95.0,"7,0925,",31.0,"71,107",27.0,"71,108",17.0,"71,110",17.0,"71,110",16.0,"71,111",31.0,"70,509",26.0,"70,409",11.0,"70,326",11.0,"70,326",11.0,"70,326",6688.0,,6688.0,7,38.72,",7",77.6,",7",47.7,7,56.2,7,39.2,7,,,,,,,,,,,,,,,,,,,,
USC00437607,"SOUTH HERO, VT US",44.6264,-73.303,Grand Isle,33.5,2018,,,848.0,,848.0,7,151.0,7,87.0,7,95.0,,17.0,7,11.0,7,155.0,7,62.0,7,128.0,7,15.0,7,-17.0,"7,0107,",10.0,",7,1116,",9.8,",7,1116,",1.84,",7,1002,",98.0,"7,0716,+",30.0,"71,018",28.0,"71,026",16.0,"71,114",16.0,"71,114",16.0,"71,114",29.0,"70,423",28.0,"70,422",21.0,"70,415",20.0,"70,414",10.0,"70,321",7123.0,,7123.0,7,35.12,",7",64.3,",7",47.0,7,55.5,7,38.4,7,,,,,,,,,,,,,,,,,,,,
USC00437607,"SOUTH HERO, VT US",44.6264,-73.303,Grand Isle,33.5,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7728.0,,7728.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1VTCL0029,"ST. JOHNSBURY 5.2 NNW, VT US",44.484906,-72.070127,Caledonia,313.0,2019,,,,,,,170.0,N,90.0,N,,,,,,,,,,,,,,,,,,,,,2.59,",N,0520,",,,,,,,,,,,,,,,,,,,,,,,,,,,46.13,",N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1VTCL0028,"SHEFFIELD 4.5 WNW, VT US",44.636228,-72.19279499999999,Caledonia,488.3,2018,,,,,,,197.0,N,116.0,N,,,,,,,,,,,,,,,,,,,,,2.3,",N,0113,",,,,,,,,,,,,,,,,,,,,,,,,,,,53.6,",N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1VTCL0027,"DANVILLE 0.4 N, VT US",44.417691999999995,-72.13936700000001,Caledonia,428.5,2017,,,,,,,196.0,N,113.0,N,,,,,,,,,,,,,,,,,,,,,2.57,",N,1025,",,,,,,,,,,,,,,,,,,,,,,,,,,,51.16,",N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1VTCL0027,"DANVILLE 0.4 N, VT US",44.417691999999995,-72.13936700000001,Caledonia,428.5,2018,,,,,,,178.0,N,105.0,N,,,,,,,,,,,,,,,,,,,,,1.3,",N,1222,",,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,",N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1VTCL0027,"DANVILLE 0.4 N, VT US",44.417691999999995,-72.13936700000001,Caledonia,428.5,2019,,,,,,,197.0,N,110.0,N,,,,,,,,,,,,,,,,,,,,,2.89,",N,0520,",,,,,,,,,,,,,,,,,,,,,,,,,,,49.93,",N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",44.4683,-73.1499,Chittenden,100.6,2015,7.8,W,742.0,,742.0,W,147.0,W,76.0,W,74.0,,20.0,W,29.0,W,137.0,W,66.0,W,139.0,W,9.0,W,-19.0,"W,0224,",10.0,",W,0209,",7.5,",W,0130,",2.04,",W,0929,+",94.0,"W,0907,",31.0,"W,1015",27.0,"W,1018",22.0,"W,1019",19.0,"W,1130",,,28.0,"W,0416",23.0,"W,0408",23.0,"W,0408",13.0,"W,0329",13.0,"W,0329",7555.0,,7555.0,W,37.87,",W",58.3,",W",47.1,W,57.0,W,37.3,W,320.0,W,140.0,W,36.0,W,47.0,W,,,,,,,,,,,,
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",44.4683,-73.1499,Chittenden,100.6,2016,7.8,W,823.0,,823.0,W,151.0,W,77.0,W,63.0,,18.0,W,4.0,W,136.0,W,37.0,W,136.0,W,12.0,W,-13.0,"W,0214,",5.0,",W,0105,+",3.2,",W,1212,",1.45,",W,0605,",96.0,"W,0811,",32.0,"W,1015",27.0,"W,1128",22.0,"W,1209",19.0,"W,1210",14.0,"W,1211",28.0,"W,0429",27.0,"W,0428",23.0,"W,0410",18.0,"W,0406",14.0,"W,0405",6277.0,,6277.0,W,27.77,",W",48.1,",W",49.3,W,58.5,W,40.0,W,350.0,W,360.0,W,38.0,W,49.0,W,,,,,,,,,,,,
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",44.4683,-73.1499,Chittenden,100.6,2017,7.8,W,626.0,,626.0,W,171.0,W,91.0,W,79.0,,25.0,W,6.0,W,125.0,W,49.0,W,138.0,W,8.0,W,-10.0,"W,1230,",20.0,",W,0315,",17.8,",W,0314,",1.79,",W,0629,",95.0,"W,0611,",32.0,"W,1017",24.0,"W,1108",21.0,"W,1110",19.0,"W,1111",15.0,"W,1128",32.0,"W,0415",27.0,"W,0409",16.0,"W,0326",16.0,"W,0326",3.0,"W,0323",6380.0,,6380.0,W,39.96,",W",106.1,",W",48.8,W,57.5,W,40.0,W,120.0,W,130.0,W,40.9,W,63.1,W,,,,,,,,,,,,
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",44.4683,-73.1499,Chittenden,100.6,2018,8.1,W,896.0,,896.0,W,165.0,W,90.0,W,110.0,,25.0,W,11.0,W,150.0,W,55.0,W,130.0,W,17.0,W,-20.0,"W,0107,",12.0,",W,0318,+",8.6,",W,0314,",2.29,",W,0618,",97.0,"W,0829,+",30.0,"W,1026",26.0,"W,1112",23.0,"W,1113",16.0,"W,1114",14.0,"W,1115",30.0,"W,0423",24.0,"W,0415",22.0,"W,0409",10.0,"W,0321",10.0,"W,0321",6768.0,,6768.0,W,39.3,",W",90.4,",W",48.1,W,56.9,W,39.3,W,330.0,W,310.0,W,36.0,W,46.1,W,,,,,,,,,,,,
USW00014742,"BURLINGTON INTERNATIONAL AIRPORT, VT US",44.4683,-73.1499,Chittenden,100.6,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7436.0,,7436.0,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094705,"BARRE MONTPELIER KNAPP STATE AIRPORT, VT US",44.2035,-72.5623,Washington,343.2,2015,5.8,W,274.0,,274.0,W,168.0,W,78.0,W,,,,,37.0,W,161.0,W,77.0,W,125.0,W,0.0,W,-23.0,"W,0224,",,,,,2.11,",W,0530,",89.0,"W,0729,",31.0,"W,1003",27.0,"W,1017",19.0,"W,1018",19.0,"W,1018",14.0,"W,1124",32.0,"W,0515",24.0,"W,0416",17.0,"W,0408",17.0,"W,0408",13.0,"W,0402",8845.0,,8845.0,W,38.65,",W",,,42.5,W,53.2,W,31.9,W,310.0,W,290.0,W,31.1,W,49.0,W,,,,,,,,,,,,
USW00094705,"BARRE MONTPELIER KNAPP STATE AIRPORT, VT US",44.2035,-72.5623,Washington,343.2,2016,5.8,W,287.0,,287.0,W,151.0,W,72.0,W,,,,,16.0,W,171.0,W,58.0,W,121.0,W,1.0,W,-19.0,"W,0214,",,,,,2.03,",W,0816,",90.0,"W,0811,",32.0,"W,0926",24.0,"W,1015",23.0,"W,1027",16.0,"W,1204",5.0,"W,1210",32.0,"W,0516",23.0,"W,0429",23.0,"W,0429",19.0,"W,0410",11.0,"W,0406",7453.0,,7453.0,W,34.54,",W",,,44.5,W,54.8,W,34.1,W,170.0,W,310.0,W,32.0,W,46.1,W,,,,,,,,,,,,
USW00094705,"BARRE MONTPELIER KNAPP STATE AIRPORT, VT US",44.2035,-72.5623,Washington,343.2,2017,5.8,W,229.0,,229.0,W,163.0,W,93.0,W,,,,,17.0,W,153.0,W,69.0,W,106.0,W,0.0,W,-19.0,"W,1229,",,,,,1.5,",W,1026,",88.0,"W,0925,+",29.0,"W,1013",24.0,"W,1107",18.0,"W,1108",18.0,"W,1108",12.0,"W,1111",32.0,"W,0509",25.0,"W,0415",22.0,"W,0403",9.0,"W,0326",9.0,"W,0326",7708.0,,7708.0,W,43.58,",W",,,43.9,W,53.5,W,34.2,W,130.0,W,130.0,W,36.9,W,57.9,W,,,,,,,,,,,,
USW00094705,"BARRE MONTPELIER KNAPP STATE AIRPORT, VT US",44.2035,-72.5623,Washington,343.2,2018,5.8,W,370.0,,370.0,W,170.0,W,84.0,W,0.0,,,,14.0,W,180.0,W,79.0,W,120.0,W,4.0,W,-24.0,"W,0102,",0.0,",H,1231,+",,,1.62,",W,1221,",92.0,"W,0701,",30.0,"W,1015",27.0,"W,1018",23.0,"W,1031",16.0,"W,1112",5.0,"W,1114",32.0,"W,0513",23.0,"W,0423",23.0,"W,0423",18.0,"W,0411",14.0,"W,0327",8124.0,,8124.0,W,38.17,",W",,,43.3,W,52.9,W,33.6,W,300.0,W,310.0,W,32.0,W,48.1,W,,,,,,,,,,,,
USW00094705,"BARRE MONTPELIER KNAPP STATE AIRPORT, VT US",44.2035,-72.5623,Washington,343.2,2019,5.8,W,205.0,,205.0,D,189.0,D,97.0,D,,,,,25.0,D,180.0,D,87.0,D,95.0,D,1.0,D,-13.0,"D,0202,+",,,,,2.55,",D,0620,",90.0,"D,0720,",31.0,"W,1004",26.0,"W,1005",22.0,"W,1108",12.0,"W,1109",12.0,"W,1109",32.0,"W,0514",27.0,"W,0418",15.0,"W,0405",15.0,"W,0405",15.0,"W,0405",8695.0,,8695.0,D,49.65,",D",,,41.7,D,51.7,D,31.7,D,300.0,W,320.0,W,35.1,W,53.0,W,,,,,,,,,,,,
USC00434749,"LUDLOW NUMBER 2, VT US",43.3923,-72.6791,Windsor,295.7,2015,,,,,,,136.0,7,76.0,7,,,,,,,,,,,,,,,,,,,,,1.68,",7,0910,",,,,,,,,,,,,,,,,,,,,,,,,,,,37.7,",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00434749,"LUDLOW NUMBER 2, VT US",43.3923,-72.6791,Windsor,295.7,2016,,,,,,,142.0,7,79.0,7,,,,,,,,,,,,,,,,,,,,,1.71,",7,0225,",,,,,,,,,,,,,,,,,,,,,,,,,,,38.16,",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00434749,"LUDLOW NUMBER 2, VT US",43.3923,-72.6791,Windsor,295.7,2017,,,,,,,157.0,7,89.0,7,,,,,,,,,,,,,,,,,,,,,3.44,",7,1030,",,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00431433,"CHITTENDEN, VT US",43.7063,-72.9618,Rutland,354.5,2016,,,,,,,141.0,7,98.0,7,83.0,,22.0,7,,,,,,,,,,,,,7.0,",7,1122,+",7.0,",7,1121,",1.69,",7,1022,",,,,,,,,,,,,,,,,,,,,,,,,,,,42.37,",7",59.7,",7",,,,,,,,,,,,,,,,,,,,,,,,,,
USC00431433,"CHITTENDEN, VT US",43.7063,-72.9618,Rutland,354.5,2017,,,,,,,150.0,7,97.0,7,,,,,,,,,,,,,,,,,,,,,1.57,",7,0315,",,,,,,,,,,,,,,,,,,,,,,,,,,,44.24,",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00431433,"CHITTENDEN, VT US",43.7063,-72.9618,Rutland,354.5,2018,,,,,,,153.0,7,99.0,7,132.0,,32.0,7,,,,,,,,,,,,,29.0,",7,0315,",13.0,",7,0315,",2.25,",7,0927,",,,,,,,,,,,,,,,,,,,,,,,,,,,47.84,",7",124.0,",7",,,,,,,,,,,,,,,,,,,,,,,,,,
USC00437054,"SAINT JOHNSBURY, VT US",44.42,-72.0194,Caledonia,213.4,2015,,,487.0,,487.0,7,165.0,7,81.0,7,103.0,,29.0,7,39.0,7,154.0,7,65.0,7,144.0,7,2.0,7,-27.0,"7,0224,",19.0,",7,0222,",6.2,",7,0202,",3.21,",7,0930,",91.0,"7,0730,",30.0,"71,004",22.0,"71,018",22.0,"71,018",18.0,"71,019",16.0,"71,118",32.0,"70,521",23.0,"70,416",23.0,"70,416",19.0,"70,408",12.0,"70,402",8051.0,,8051.0,7,43.11,",7",77.7,",7",45.1,7,56.5,7,33.7,7,,,,,,,,,,,,,,,,,,,,
USC00437054,"SAINT JOHNSBURY, VT US",44.42,-72.0194,Caledonia,213.4,2016,,,529.0,,529.0,7,157.0,7,82.0,7,75.0,,20.0,7,17.0,7,162.0,7,46.0,7,138.0,7,5.0,7,-19.0,"7,0214,",11.0,",7,1230,+",5.4,",7,1230,",2.58,",7,0629,",91.0,"7,0812,",28.0,"71,011",28.0,"71,011",24.0,"71,101",20.0,"71,129",16.0,"71,205",29.0,"70,517",27.0,"70,510",23.0,"70,429",20.0,"70,410",9.0,"70,406",6721.0,,6721.0,7,40.34,",7",55.4,",7",47.2,7,58.2,7,36.1,7,,,,,,,,,,,,,,,,,,,,
