"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","44.53444","-72.61444","223.1","2007",,,,,,,"188","W","85","W",,,,,,,,,,,,,,,,,,,,,"1.83",",W,0516,",,,,,,,,,,,,,,,,,,,,,,,,,,,"41.73",",W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","44.53444","-72.61444","223.1","2008","3.4","W","266",,"266","W","187","W","97","W",,,,,"30","W","178","W","71","W","114","W","2","W","-25","W,0229,",,,,,"2.27",",W,0720,","95","W,0610,","31","W,0919","26","W,1008","21","W,1019","19","W,1031","8","W,1119","32","W,0511","27","W,0501","22","W,0415","17","W,0331","3","W,0330","8028",,"8028","W","46.31",",W",,,,,"43.4","W","54.5","W","32.4","W",,,"320","W","260","W",,,"25.9","W","44.1","W",,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","44.53444","-72.61444","223.1","2009","3.4","W","264",,"264","W",,,,,,,,,"30","W","172","W","69","W","106","W","1","W","-32","W,0116,",,,,,,,"91","W,0818,","32","W,1010","25","W,1015","22","W,1016","19","W,1017","12","W,1208","29","W,0526","27","W,0430","23","W,0416","16","W,0325","12","W,0324","8134",,"8134","W",,,,,,,"43.1","W","54.0","W","32.2","W",,,"340","W","320","W",,,"32.0","W","45.0","W",,
"USW00054771","MORRISVILLE STOWE STATE AIRPORT, VT US","44.53444","-72.61444","223.1","2010","3.8","W","396",,"396","W","128","W","53","W",,,,,"8","W","153","W","64","W","113","W","7","W","-13","W,0131,",,,,,"1.96",",W,0930,","93","W,0708,+","31","W,1010","27","W,1023","20","W,1103","17","W,1125","15","W,1128","32","W,0517","27","W,0513","20","W,0328","11","W,0327","11","W,0327","7264",,"7264","W","27.07",",W",,,,,"45.8","W","55.7","W","35.9","W",,,"160","W","160","W",,,"29.1","W","51.0","W",,
"USC00432698","EDEN 2 S, VT US","44.6722","-72.5572","443.8","2005",,,"389",,"389","0","168","0","101","0","145",,"47","0","26","0","162","0","84","0","100","0","0","0","-21","0,0122,","34",",0,0313,","14.0",",0,0211,","1.83",",0,1017,","89","0,0626,","28","0,1021","28","0,1021","23","0,1109","17","0,1118","16","0,1119","32","0,0514","25","0,0513","23","0,0412","15","0,0326","15","0,0326",,,,,"50.65",",0",,,"195.1",",0","42.9","0","51.4","0","34.4","0",,,,,,,,,,,,,,
"USC00432698","EDEN 2 S, VT US","44.6722","-72.5572","443.8","2006",,,,,,,"198","0","120","0","112",,"42","0",,,,,,,,,,,,,"19",",0,0304,","8.0",",0,0304,","2.16",",0,0520,",,,,,,,,,,,,,,,,,,,,,,,,,,,"54.15",",0",,,"105.5",",0",,,,,,,,,,,,,,,,,,,,
"USC00432698","EDEN 2 S, VT US","44.6722","-72.5572","443.8","2007",,,,,,,"187","0","107","0","154",,"54","0",,,,,,,,,,,,,"41",",0,0305,","11.5",",0,0413,","2.64",",0,0215,",,,,,,,,,,,,,,,,,,,,,,,,,,,"53.44",",0",,,"219.8",",0",,,,,,,,,,,,,,,,,,,,
"USC00432698","EDEN 2 S, VT US","44.6722","-72.5572","443.8","2008",,,"187",,"187","0","198","0","120","0","163",,"57","0","19","0","166","0","89","0","86","0","1","0","-12","0,0104,","42",",0,0321,","13.0",",0,0321,","1.87",",0,0714,","90","0,0611,","31","0,1007","28","0,1018","20","0,1023","20","0,1023","11","0,1119","28","0,0501","28","0,0501","21","0,0413","20","0,0403","11","0,0331","8325",,"8325","0","55.47",",0",,,"205.0",",0","42.3","0","51.1","0","33.5","0",,,,,,,,,,,,,,
"USC00432698","EDEN 2 S, VT US","44.6722","-72.5572","443.8","2009",,,"155",,"155","0","192","0","114","0","119",,"34","0","27","0","159","0","86","0","74","0","0","0","-18","0,0116,","35",",0,0224,+","13.0",",0,0223,","2.30",",0,0510,","86","0,0522,","29","0,1012","28","0,1015","23","0,1016","13","0,1209","13","0,1209","30","0,0429","26","0,0414","22","0,0413","20","0,0325","8","0,0324","8566",,"8566","0","46.86",",0",,,"134.9",",0","41.4","0","49.7","0","33.1","0",,,,,,,,,,,,,,
"USC00432698","EDEN 2 S, VT US","44.6722","-72.5572","443.8","2010",,,"359",,"359","0",,,,,"120",,"38","0","7","0","157","0","80","0","92","0","2","0","-14","0,0130,","27",",0,0225,","18.0",",0,0428,",,,"91","0,0708,","32","0,1016","27","0,1023","22","0,1103","16","0,1121","16","0,1121","28","0,0512","28","0,0512","18","0,0328","18","0,0328","11","0,0327","7925",,"7925","0",,,,,"154.2",",0","44.0","0","51.7","0","36.4","0",,,,,,,,,,,,,,
"USC00431363","CHELSEA 2 NW, VT US","44.0108","-72.4833","438.9","2006",,,"192",,"192","0","158","0","94","0","92",,"18","0","11","0","169","0","60","0","80","0","0","0","-5","0,0227,","12",",0,0302,+","8.0",",0,0226,","2.23",",0,0514,","89","0,0802,","29","0,0930","28","0,1013","23","0,1103","19","0,1122","8","0,1205","31","0,0507","28","0,0430","24","0,0426","20","0,0406","11","0,0321",,,,,"51.67",",0",,,"55.7",",0","43.6","0","52.7","0","34.6","0",,,,,,,,,,,,,,
"USC00431363","CHELSEA 2 NW, VT US","44.0108","-72.4833","438.9","2008",,,"136",,"136","0","160","0","98","0","148",,"42","0","18","0","178","0","88","0","95","0","1","0","-13","0,0104,","49",",0,0303,+","16.0",",0,1222,","1.91",",0,0724,","90","0,0611,","31","0,0919","27","0,1018","24","0,1019","20","0,1031","13","0,1119","26","0,0502","26","0,0502","24","0,0501","19","0,0403","10","0,0331","8576",,"8576","0","54.56",",0",,,"135.6",",0","41.7","0","51.5","0","31.9","0",,,,,,,,,,,,,,
"USC00431363","CHELSEA 2 NW, VT US","44.0108","-72.4833","438.9","2009",,,"120",,"120","0","144","0","87","0","114",,"23","0","28","0","178","0","79","0","72","0","0","0","-19","0,0116,","38",",0,0223,","13.0",",0,0223,","2.80",",0,0822,","86","0,0819,+","31","0,0920","27","0,1012","24","0,1016","16","0,1207","16","0,1207","32","0,0601","28","0,0519","24","0,0414","19","0,0326","16","0,0325","8857",,"8857","0","46.43",",0",,,"75.5",",0","40.9","0","50.4","0","31.4","0",,,,,,,,,,,,,,
"USC00431363","CHELSEA 2 NW, VT US","44.0108","-72.4833","438.9","2010",,,"261",,"261","0","153","0","95","0","97",,"21","0","10","0","178","0","77","0","98","0","0","0","-11","0,0130,","27",",0,0225,","13.0",",0,0224,","3.71",",0,1001,","89","0,0708,","32","0,1003","26","0,1019","18","0,1103","18","0,1103","15","0,1125","31","0,0513","28","0,0512","24","0,0329","10","0,0328","10","0,0328","8051",,"8051","0","48.04",",0",,,"61.4",",0","43.5","0","52.6","0","34.5","0",,,,,,,,,,,,,,
"USC00432773","ENOSBURG FALLS 2, VT US","44.9096","-72.8137","129.5","2007",,,,,,,,,,,"106",,"31","0",,,,,,,,,,,,,"33",",0,0309,+","11.0",",0,0317,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77.4",",0",,,,,,,,,,,,,,,,,,,,
"USC00432773","ENOSBURG FALLS 2, VT US","44.9096","-72.8137","129.5","2008",,,,,,,"110","0","69","0",,,"31","0",,,,,,,,,,,,,,,"4.5",",0,0207,","1.75",",0,0602,+",,,,,,,,,,,,,,,,,,,,,,,,,,,"37.04",",0",,,"63.7",",0",,,,,,,,,,,,,,,,,,,,
"USC00432773","ENOSBURG FALLS 2, VT US","44.9096","-72.8137","129.5","2009",,,"241",,"241","0","140","0","96","0","83",,"26","0","37","0","189","0","59","0","108","0","1","0","-30","0,0117,+","36",",0,0131,+","13.0",",0,0224,","2.00",",0,1128,","90","0,0819,","30","0,0920","28","0,1012","20","0,1016","20","0,1016","16","0,1114","31","0,0608","28","0,0526","24","0,0421","20","0,0416","14","0,0326","7988",,"7988","0","39.22",",0",,,"83.3",",0","42.5","0","55.3","0","29.7","0",,,,,,,,,,,,,,
"USC00432773","ENOSBURG FALLS 2, VT US","44.9096","-72.8137","129.5","2010",,,"382",,"382","0",,,,,,,"22","0","20","0","184","0","61","0","120","0","12","0","-21","0,0110,",,,"14.0",",0,0103,",,,"97","0,0710,+","32","0,0921","27","0,1010","19","0,1103","19","0,1103","11","0,1125","31","0,0518","25","0,0513","24","0,0512","9","0,0328","9","0,0328","7569",,"7569","0",,,,,"88.4",",0","44.8","0","56.4","0","33.1","0",,,,,,,,,,,,,,
"USC00438652","WALDEN 4 N, VT US","44.5027","-72.2204","685.8","2010",,,"168",,"168","0","181","0","109","0","149",,"38","0","16","0","191","0","107","0","79","0","0","0","-17","0,0131,+","39",",0,0228,+","13.6",",0,0428,","3.75",",0,1001,","88","0,0708,","32","0,0921","28","0,1013","24","0,1023","18","0,1103","13","0,1120","26","0,0514","26","0,0514","21","0,0329","6","0,0328","6","0,0328",,,,,"53.37",",0",,,"131.9",",0","40.2","0","48.6","0","31.7","0",,,,,,,,,,,,,,
"USC00431243","CAVENDISH, VT US","43.3847","-72.5988","256.6","2006",,,"404",,"404","0","144","0","92","0","77",,"10","0","10","0","170","0","32","0","120","0","7","0","-11","0,0228,","12",",0,0226,","8.2",",0,0226,","3.50",",0,0713,","95","0,0803,+","32","0,0930","28","0,1008","22","0,1014","20","0,1122","13","0,1206","31","0,0509","25","0,0430","24","0,0429","20","0,0409","12","0,0321","7110",,"7110","0","61.57",",0",,,"38.0",",0","46.7","0","58.0","0","35.3","0",,,,,,,,,,,,,,
"USC00431243","CAVENDISH, VT US","43.3847","-72.5988","256.6","2007",,,"352",,"352","0","141","0","86","0","124",,"26","0","27","0","187","0","60","0","133","0","9","0","-19","0,0307,","21",",0,0303,","14.5",",0,0215,","2.36",",0,0416,","96","0,0826,","30","0,1013","22","0,1029","22","0,1029","18","0,1111","16","0,1118","31","0,0522","28","0,0507","22","0,0412","13","0,0408","13","0,0408","7450",,"7450","0","48.79",",0",,,"113.9",",0","43.9","0","56.0","0","31.7","0",,,,,,,,,,,,,,
"USC00431243","CAVENDISH, VT US","43.3847","-72.5988","256.6","2008",,,"267",,"267","0","149","0","92","0","134",,"31","0","14","0","184","0","49","0","132","0","5","0","-17","0,0229,","34",",0,0302,","10.5",",0,1220,+","2.42",",0,1026,","97","0,0611,","28","0,1007","28","0,1007","22","0,1019","20","0,1020","16","0,1118","32","0,0511","24","0,0501","24","0,0501","18","0,0403","10","0,0331","7687",,"7687","0","55.38",",0",,,"111.3",",0","44.2","0","56.5","0","31.9","0",,,,,,,,,,,,,,
"USC00431243","CAVENDISH, VT US","43.3847","-72.5988","256.6","2009",,,"245",,"245","0","152","0","93","0","114",,"18","0","32","0","185","0","57","0","123","0","2","0","-19","0,0117,+","29",",0,0224,+","11.5",",0,1210,","2.35",",0,1025,","92","0,0819,","31","0,0920","25","0,1012","24","0,1015","20","0,1017","-1","0,1213","29","0,0601","28","0,0519","24","0,0421","16","0,0328","16","0,0328","7933",,"7933","0","48.00",",0",,,"78.9",",0","43.6","0","56.0","0","31.2","0",,,,,,,,,,,,,,
"USC00431243","CAVENDISH, VT US","43.3847","-72.5988","256.6","2010",,,"461",,"461","0","129","0","86","0","97",,"16","0","9","0","178","0","48","0","134","0","10","0","-8","0,0131,","26",",0,0225,","14.5",",0,0224,","3.42",",0,1001,","98","0,0707,","27","0,1010","27","0,1010","24","0,1019","19","0,1103","15","0,1128","32","0,0517","28","0,0513","24","0,0414","18","0,0328","13","0,0327","7250",,"7250","0","49.52",",0",,,"64.3",",0","46.3","0","58.2","0","34.4","0",,,,,,,,,,,,,,
"USC00439984","WOODSTOCK, VT US","43.6303","-72.5072","182.9","2005",,,"583",,"583","0","138","0","98","0",,,"24","0","31","0","160","0","56","0","126","0","7","0","-24","0,0128,+",,,"10.0",",0,0313,+","2.86",",0,1009,","94","0,0627,","28","0,1021","28","0,1021","24","0,1030","18","0,1112","12","0,1124","25","0,0513","25","0,0513","24","0,0422","15","0,0327","15","0,0327","7590",,"7590","0","49.74",",0",,,"86.5",",0","45.3","0","56.9","0","33.7","0",,,,,,,,,,,,,,
"USC00439984","WOODSTOCK, VT US","43.6303","-72.5072","182.9","2006",,,"411",,"411","0","142","0","90","0","66",,"14","0","5","0","157","0","34","0","114","0","8","0","-13","0,0301,+","11",",0,0226,","10.0",",0,0226,","2.57",",0,0713,","94","0,0803,","31","0,1007","25","0,1014","21","0,1122","20","0,1125","15","0,1206","32","0,0508","28","0,0430","24","0,0426","16","0,0321","16","0,0321","7043",,"7043","0","54.17",",0",,,"35.9",",0","46.9","0","57.5","0","36.4","0",,,,,,,,,,,,,,
"USC00439984","WOODSTOCK, VT US","43.6303","-72.5072","182.9","2007",,,"392",,"392","0","138","0","86","0",,,"28","0","29","0","175","0","64","0","127","0","7","0","-20","0,0307,",,,"14.0",",0,0215,","2.13",",0,0416,","93","0,0826,+","30","0,1013","25","0,1029","22","0,1109","20","0,1112","13","0,1119","30","0,0514","25","0,0503","22","0,0416","15","0,0408","15","0,0408","7434",,"7434","0","42.27",",0",,,"107.4",",0","44.1","0","55.8","0","32.3","0",,,,,,,,,,,,,,
"USC00439984","WOODSTOCK, VT US","43.6303","-72.5072","182.9","2008",,,,,,,"141","0","95","0",,,"28","0",,,,,"49","0","125","0","4","0",,,,,"12.0",",0,1222,","2.37",",0,1212,","96","0,0610,",,,,,,,,,,,,,,,,,,,,,"7464",,"7464","0","53.87",",0",,,"88.7",",0",,,"56.1","0",,,,,,,,,,,,,,,,
"USC00439984","WOODSTOCK, VT US","43.6303","-72.5072","182.9","2009",,,"284",,"284","0","150","0","86","0",,,"16","0","33","0","169","0","62","0","117","0","2","0","-25","0,0116,",,,"10.0",",0,0129,","2.10",",0,1025,","91","0,0819,+","30","0,1011","26","0,1012","21","0,1017","20","0,1113","16","0,1209","31","0,0601","26","0,0421","24","0,0415","18","0,0325","16","0,0324",,,,,"46.92",",0",,,"67.6",",0","43.9","0","55.4","0","32.4","0",,,,,,,,,,,,,,
"USC00439984","WOODSTOCK, VT US","43.6303","-72.5072","182.9","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7154",,"7154","0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00438556","UNION VILLAGE DAM, VT US","43.7917","-72.2578","140.2","2005",,,,,,,"146","0","88","0",,,"20","0",,,,,,,,,,,,,,,"8.0",",0,0313,","4.81",",0,1009,",,,,,,,,,,,,,,,,,,,,,,,,,,,"46.09",",0",,,"55.4",",0",,,,,,,,,,,,,,,,,,,,
"USC00438556","UNION VILLAGE DAM, VT US","43.7917","-72.2578","140.2","2006",,,,,,,,,,,,,"12","0",,,,,,,,,,,,,,,"6.0",",0,0227,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27.3",",0",,,,,,,,,,,,,,,,,,,,
"USC00438556","UNION VILLAGE DAM, VT US","43.7917","-72.2578","140.2","2007",,,,,,,"145","0","77","0",,,"22","0",,,,,,,,,,,,,,,"10.0",",0,0215,","1.70",",0,0416,",,,,,,,,,,,,,,,,,,,,,,,,,,,"39.48",",0",,,"86.7",",0",,,,,,,,,,,,,,,,,,,,
"USC00438556","UNION VILLAGE DAM, VT US","43.7917","-72.2578","140.2","2008",,,,,,,"153","0","94","0",,,"20","0",,,,,,,,,,,,,,,"19.3",",0,1222,","2.41",",0,1212,",,,,,,,,,,,,,,,,,,,,,,,,,,,"48.97",",0",,,"85.4",",0",,,,,,,,,,,,,,,,,,,,
"USC00438556","UNION VILLAGE DAM, VT US","43.7917","-72.2578","140.2","2009",,,,,,,"146","0","92","0","107",,"19","0",,,,,,,,,,,,,"26",",0,0129,","10.0",",0,0129,","2.21",",0,1025,",,,,,,,,,,,,,,,,,,,,,,,,,,,"43.63",",0",,,"54.0",",0",,,,,,,,,,,,,,,,,,,,
"USC00438556","UNION VILLAGE DAM, VT US","43.7917","-72.2578","140.2","2010",,,,,,,"132","0","77","0",,,"11","0",,,,,,,,,,,,,,,"11.8",",0,1227,","3.52",",0,1001,",,,,,,,,,,,,,,,,,,,,,,,,,,,"39.35",",0",,,"33.4",",0",,,,,,,,,,,,,,,,,,,,
"USC00436335","PERU, VT US","43.26271","-72.90553","518.2","2006",,,,,,,"113","0","96","0",,,"28","0",,,,,,,,,,,,,,,"8.3",",0,0226,","3.12",",0,0713,",,,,,,,,,,,,,,,,,,,,,,,,,,,"60.31",",0",,,"64.0",",0",,,,,,,,,,,,,,,,,,,,
"USC00431580","CORNWALL, VT US","43.9573","-73.2106","105.2","2005",,,"617",,"617","0","150","0","90","0","111",,"27","0","32","0","157","0","68","0","115","0","6","0","-24","0,0129,+","12",",0,0313,","4.8",",0,0210,","2.14",",0,0617,","92","0,0628,","30","0,1021","28","0,1022","21","0,1112","14","0,1124","14","0,1124","32","0,0520","28","0,0513","22","0,0423","19","0,0416","15","0,0326","7966",,"7966","0","43.34",",0",,,"69.1",",0","45.4","0","55.9","0","35.0","0",,,,,,,,,,,,,,
"USC00431580","CORNWALL, VT US","43.9573","-73.2106","105.2","2006",,,,,,,,,,,,,"8","0",,,,,,,,,,,,,,,"8.2",",0,0226,",,,,,,,,,,,,,,,,,,,,,,,,,"6839",,"6839","0",,,,,"30.0",",0",,,,,,,,,,,,,,,,,,,,
"USC00431580","CORNWALL, VT US","43.9573","-73.2106","105.2","2007",,,"455",,"455","0",,,,,,,,,"30","0","156","0","67","0","129","0","7","0","-20","0,0308,+",,,,,,,"94","0,0627,","30","0,1013","27","0,1029","22","0,1109","18","0,1118","12","0,1124","32","0,0503","27","0,0412","24","0,0411","6","0,0322","6","0,0322",,,,,,,,,,,"44.5","0","54.7","0","34.2","0",,,,,,,,,,,,,,
"USC00431580","CORNWALL, VT US","43.9573","-73.2106","105.2","2008",,,"410",,"410","0",,,,,,,,,"13","0","153","0","54","0","122","0","4","0","-15","0,1223,",,,,,,,"93","0,0611,+","32","0,0923","27","0,1017","23","0,1102","20","0,1120","10","0,1123","30","0,0501","26","0,0416","23","0,0403","10","0,0401","10","0,0401","7262",,"7262","0","51.12",",0",,,,,"45.9","0","55.9","0","35.8","0",,,,,,,,,,,,,,
"USC00431580","CORNWALL, VT US","43.9573","-73.2106","105.2","2009",,,,,,,,,,,,,"13","0","19","0","152","0",,,,,,,"-18","0,0116,",,,"11.0",",0,0129,",,,,,"28","0,1012","28","0,1012","22","0,1017","20","0,1206","11","0,1212","32","0,0501","28","0,0420","19","0,0326","19","0,0326","15","0,0324","7381",,"7381","0","39.09",",0",,,"47.0",",0",,,,,"35.1","0",,,,,,,,,,,,,,
"USC00431580","CORNWALL, VT US","43.9573","-73.2106","105.2","2010",,,"583",,"583","0",,,,,,,,,"7","0","150","0","59","0","126","0","11","0","-7","0,0110,",,,,,,,"96","0,0709,","32","0,1010","22","0,1103","22","0,1103","19","0,1125","10","0,1209","30","0,0513","28","0,0512","21","0,0328","14","0,0327","14","0,0327",,,,,"44.12",",0",,,,,"47.2","0","56.8","0","37.7","0",,,,,,,,,,,,,,
"US1VTWR0002","POMFRET 2.6 N, VT US","43.7423","-72.5255","483.1","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49.14",",N",,,,,,,,,,,,,,,,,,,,,,,,
"USC00438637","WAITSFIELD 2 W, VT US","44.18722","-72.87806","313.3","2005",,,,,,,,,,,"121",,"47","0",,,,,,,,,,,,,"24",",0,0313,+","9.0",",0,0211,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"129.8",",0",,,,,,,,,,,,,,,,,,,,
"USC00438637","WAITSFIELD 2 W, VT US","44.18722","-72.87806","313.3","2006",,,,,,,,,,,"88",,"36","0",,,,,,,,,,,,,"11",",0,0304,","6.0",",0,1231,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"89.0",",0",,,,,,,,,,,,,,,,,,,,
"USC00438637","WAITSFIELD 2 W, VT US","44.18722","-72.87806","313.3","2009",,,,,,,,,,,"107",,"32","0",,,,,,,,,,,,,"27",",0,0223,","12.0",",0,0129,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"97.3",",0",,,,,,,,,,,,,,,,,,,,
"US1VTCL0003","GROTON 4.4 WSW, VT US","44.1944","-72.2824","234.7","2010",,,,,,,"204","N","103","N",,,,,,,,,,,,,,,,,,,,,"3.58",",N,1001,",,,,,,,,,,,,,,,,,,,,,,,,,,,"51.43",",N",,,,,,,,,,,,,,,,,,,,,,,,
"US1VTCL0006","DANVILLE 2.0 E, VT US","44.412179","-72.100123","367.3","2010",,,,,,,"177","N","88","N",,,,,,,,,,,,,,,,,,,,,"4.01",",N,1001,",,,,,,,,,,,,,,,,,,,,,,,,,,,"42.23",",N",,,,,,,,,,,,,,,,,,,,,,,,
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","44.5078","-73.1156","103.6","2005",,,"710",,"710","U",,,,,,,,,"24","U","147","U","62","U","124","U","10","U","-19","U,0122,",,,,,,,"95","U,0627,","31","U,1020","28","U,1108","24","U,1111","12","U,1123","12","U,1123","27","U,0513","27","U,0513","23","U,0415","16","U,0326","16","U,0326",,,,,,,,,,,"46.4","U","56.5","U","36.4","U",,,,,,,,,,,,,,
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","44.5078","-73.1156","103.6","2006",,,"449",,"449","U",,,,,,,,,"5","U","132","U","37","U","115","U","6","U","-7","U,0226,",,,,,,,"94","U,0801,","32","U,1013","28","U,1021","23","U,1122","17","U,1205","10","U,1208","32","U,0507","24","U,0428","24","U,0428","13","U,0320","13","U,0320","6633",,"6633","U",,,,,,,"47.6","U","56.6","U","38.6","U",,,,,,,,,,,,,,
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","44.5078","-73.1156","103.6","2007",,,"487",,"487","U",,,,,,,,,"27","U","148","U","63","U","128","U","11","U","-18","U,0307,",,,,,,,"96","U,0626,","31","U,1013","27","U,1029","21","U,1110","20","U,1118","8","U,1201","32","U,0505","24","U,0411","24","U,0411","-3","U,0321","-3","U,0321","7243",,"7243","U",,,,,,,"45.2","U","55.1","U","35.2","U",,,,,,,,,,,,,,
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","44.5078","-73.1156","103.6","2008",,,"422",,"422","U",,,,,,,,,"12","U","144","U","53","U","122","U","4","U","-10","U,0229,",,,,,,,"94","U,0610,","32","U,1007","28","U,1018","23","U,1102","19","U,1121","14","U,1123","32","U,0502","26","U,0415","24","U,0403","11","U,0330","11","U,0330","6834",,"6834","U",,,,,,,"46.2","U","55.9","U","36.5","U",,,,,,,,,,,,,,
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","44.5078","-73.1156","103.6","2009",,,,,,,,,,,,,,,"19","U","145","U","57","U","114","U","6","U","-18","U,0116,",,,,,,,"92","U,0817,","29","U,1012","28","U,1015","24","U,1019","19","U,1208","16","U,1212","32","U,0526","28","U,0420","24","U,0415","17","U,0324","14","U,0323",,,,,,,,,,,"45.4","U","55.3","U","35.6","U",,,,,,,,,,,,,,
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","44.5078","-73.1156","103.6","2010",,,"604",,"604","U",,,,,,,,,"11","U","143","U","55","U","119","U","16","U","-9","U,0110,",,,,,,,"97","U,0708,+","31","U,1010","28","U,1023","24","U,1103","16","U,1125","16","U,1125","31","U,0513","28","U,0430","12","U,0327","12","U,0327","12","U,0327","6511",,"6511","U",,,,,,,"47.7","U","57.1","U","38.4","U",,,,,,,,,,,,,,
"USR0000VNUL","NULHEGAN VERMONT, VT US","44.77","-71.7017","379.5","2005",,,"282",,"282","U",,,,,,,,,"41","U","183","U","72","U","111","U","3","U","-26","U,0122,",,,,,,,"92","U,0625,","31","U,0925","26","U,1021","24","U,1022","18","U,1112","11","U,1118","32","U,0521","27","U,0514","19","U,0422","19","U,0422","9","U,0327",,,,,,,,,,,"42.0","U","53.8","U","30.2","U",,,,,,,,,,,,,,
"USR0000VNUL","NULHEGAN VERMONT, VT US","44.77","-71.7017","379.5","2006",,,"229",,"229","U",,,,,,,,,"18","U","173","U","57","U","95","U","3","U","-15","U,0211,",,,,,,,"92","U,0618,","29","U,0911","28","U,0927","24","U,1007","19","U,1105","14","U,1122","31","U,0525","26","U,0508","22","U,0429","19","U,0409","9","U,0320","8040",,"8040","U",,,,,,,"43.4","U","53.6","U","33.2","U",,,,,,,,,,,,,,
"USR0000VNUL","NULHEGAN VERMONT, VT US","44.77","-71.7017","379.5","2007",,,"159",,"159","U",,,,,,,,,"44","U","183","U","87","U","106","U","2","U","-25","U,0127,",,,,,,,"91","U,0802,","31","U,0916","28","U,1016","24","U,1102","17","U,1109","14","U,1110","31","U,0607","28","U,0522","24","U,0426","14","U,0411","14","U,0411","8475",,"8475","U",,,,,,,"40.1","U","51.4","U","28.7","U",,,,,,,,,,,,,,
"USR0000VNUL","NULHEGAN VERMONT, VT US","44.77","-71.7017","379.5","2008",,,"151",,"151","U",,,,,,,,,"37","U","192","U","74","U","108","U","2","U","-26","U,0229,",,,,,,,"92","U,0610,","32","U,0911","28","U,0919","23","U,1018","19","U,1019","7","U,1119","32","U,0530","25","U,0502","22","U,0416","7","U,0330","7","U,0330","8611",,"8611","U",,,,,,,"41.7","U","53.0","U","30.3","U",,,,,,,,,,,,,,
"USR0000VNUL","NULHEGAN VERMONT, VT US","44.77","-71.7017","379.5","2009",,,"152",,"152","U",,,,,,,,,"38","U","187","U","70","U","96","U","1","U","-32","U,0116,",,,,,,,"90","U,0818,","29","U,0920","27","U,0926","20","U,1015","20","U,1015","16","U,1113","30","U,0601","26","U,0526","23","U,0420","20","U,0326","14","U,0325","8732",,"8732","U",,,,,,,"40.7","U","52.1","U","29.2","U",,,,,,,,,,,,,,
