"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00438160","SUNDERLAND 2, VT US","43.0908","-73.1244","274.3","1999",,,,,,,"137","0","87","0","52",,"14","0",,,,,"42","0","132","0","7","0",,,"10",",0,0115,","5.5",",0,0323,","3.76",",0,0917,","91","0,0707,+",,,,,,,,,,,,,,,,,,,,,,,,,"45.71",",0",,,"52.4",",0",,,"58.5","0",,,,,,,,,,,,,,,,,,,,
"USC00431213","CANAAN, VT US","44.9965","-71.5356","326.1","1995",,,,,,,"152","0","87","0","115",,"48","0",,,,,,,,,,,,,"20",",0,1222,","7.0",",0,0205,","1.58",",0,0923,",,,,,,,,,,,,,,,,,,,,,,,,,,,"35.86",",0",,,"130.8",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00431213","CANAAN, VT US","44.9965","-71.5356","326.1","1996",,,,,,,"175","0","96","0","148",,"45","0",,,,,,,,,,,,,"23",",0,0115,+","12.0",",0,0411,","1.75",",0,0120,",,,,,,,,,,,,,,,,,,,,,,,,,,,"43.96",",0",,,"144.2",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00431213","CANAAN, VT US","44.9965","-71.5356","326.1","1997",,,,,,,"191","0","111","0","147",,"55","0",,,,,,,,,,,,,"22",",0,0217,+","9.6",",0,1202,","1.92",",0,0622,",,,,,,,,,,,,,,,,,,,,,,,,,,,"43.28",",0",,,"166.5",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00431213","CANAAN, VT US","44.9965","-71.5356","326.1","1998",,,,,,,"143","0","106","0","97",,"22","0",,,,,,,,,,,,,"20",",0,0125,+","9.0",",0,0117,+","1.58",",0,0331,",,,,,,,,,,,,,,,,,,,,,,,,,,,"36.53",",0",,,"57.0",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00431213","CANAAN, VT US","44.9965","-71.5356","326.1","1999",,,,,,,"118","0","91","0","96",,"28","0",,,,,,,,,,,,,"20",",0,0117,+","4.5",",0,1117,","3.84",",0,0918,",,,,,,,,,,,,,,,,,,,,,,,,,,,"39.13",",0",,,"53.4",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00431213","CANAAN, VT US","44.9965","-71.5356","326.1","2000",,,,,,,"159","0","108","0","105",,"40","0",,,,,,,,,,,,,"30",",0,0219,","7.0",",0,0215,","1.40",",0,0510,",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.12",",0",,,"103.0",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00439099","WEST BURKE, VT US","44.64639","-71.98333","274.3","1995",,,"218",,"218","0","176","0","94","0","126",,"41","0","41","0","203","0","78","0","100","0","9","0","-23","0,0111,","24",",0,1231,+","8.0",",0,0228,","3.92",",0,0806,","94","0,0715,+","31","0,0828","26","0,0911","24","0,0919","19","0,1109","3","0,1110","31","0,0528","26","0,0509","19","0,0426","19","0,0426","15","0,0412","8731",,"8731","0","42.33",",0",,,"95.4",",0","39.7","0","52.9","0","26.5","0",,,,,,,,,,,,,,,,,,
"USC00439099","WEST BURKE, VT US","44.64639","-71.98333","274.3","1996",,,"122",,"122","0","195","0","111","0","140",,"39","0","41","0","209","0","74","0","98","0","2","0","-28","0,0107,","27",",0,0113,","10.0",",0,1208,+","2.06",",0,0613,","91","0,0807,","29","0,0924","22","0,1004","22","0,1004","18","0,1005","11","0,1113","31","0,0531","28","0,0527","23","0,0507","18","0,0405","16","0,0404","9401",,"9401","0","48.68",",0",,,"100.2",",0","39.8","0","51.9","0","27.7","0",,,,,,,,,,,,,,,,,,
"USC00439099","WEST BURKE, VT US","44.64639","-71.98333","274.3","1997",,,"96",,"96","0","199","0","112","0","157",,"50","0","50","0","216","0","84","0","104","0","1","0","-35","0,0119,","30",",0,0319,+","7.0",",0,1226,+","2.35",",0,0814,","90","0,0702,","32","0,0905","27","0,0922","24","0,1012","19","0,1023","15","0,1026","31","0,0615","27","0,0527","24","0,0509","19","0,0417","16","0,0416","9371",,"9371","0","45.57",",0",,,"137.6",",0","38.3","0","51.4","0","25.2","0",,,,,,,,,,,,,,,,,,
"USC00439099","WEST BURKE, VT US","44.64639","-71.98333","274.3","1998",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8650",,"8650","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00054781","BENNINGTON MORSE STATE AIRPORT, VT US","42.89351","-73.24876","240.8","1999","5.8","W","384",,"384","W","102","W","58","W",,,,,"9","W","154","W","47","W","126","W","3","W","-13","W,0102,",,,,,"2.84",",W,0916,","90","W,0706,+","27","W,1006","27","W,1006","23","W,1019","20","W,1111","13","W,1201","32","W,0514","26","W,0429","24","W,0425","19","W,0411","16","W,0314",,,,,"32.76",",W",,,,,"47.1","W","58.2","W","36.1","W",,,,,"130","W","190","W",,,,,"46.1","W","66.0","W",,
"USW00054781","BENNINGTON MORSE STATE AIRPORT, VT US","42.89351","-73.24876","240.8","2000",,,,,,,"117","W","64","W",,,,,,,,,,,,,,,,,,,,,"2.07",",W,0716,",,,,,,,,,,,,,,,,,,,,,,,"6793",,"6793",,"29.97",",W",,,,,,,,,,,,,,,"310","W","300","W",,,,,"40.9","W","72.0","W",,
"USC00435416","MOUNT MANSFIELD, VT US","44.5248","-72.8154","1204.0","1995",,,"30",,"30","0","199","0","142","0","196",,"74","0","41","0","198","0","141","0","34","0","0","0","-33","0,0207,+","61",",0,1231,+","11.0",",0,1202,","6.05",",0,0804,","79","0,0715,","32","0,0908","26","0,0928","20","0,1017","20","0,1017","14","0,1030","27","0,0527","27","0,0527","19","0,0508","19","0,0508","13","0,0507","10838",,"10838","0","84.43",",0",,,"233.7",",0","34.3","0","41.2","0","27.5","0",,,,,,,,,,,,,,,,,,
"USC00435416","MOUNT MANSFIELD, VT US","44.5248","-72.8154","1204.0","1996",,,"0",,"0","0","205","0","153","0",,,"62","0","41","0","219","0","137","0","1","0","0","0","-25","0,0106,+",,,"18.0",",0,0417,","3.24",",0,1109,","70","0,0807,","32","0,0924","23","0,0926","23","0,0926","19","0,1004","12","0,1015","32","0,0602","26","0,0531","22","0,0530","16","0,0514","16","0,0514","11597",,"11597","0","101.00",",0",,,"290.6",",0","32.9","0","39.7","0","26.0","0",,,,,,,,,,,,,,,,,,
"USC00435416","MOUNT MANSFIELD, VT US","44.5248","-72.8154","1204.0","1997",,,"5",,"5","0","221","0","177","0","229",,"91","0","42","0","219","0","146","0","6","0","0","0","-28","0,0119,","83",",0,0418,","11.0",",0,0110,","3.50",",0,0507,","78","0,0701,","30","0,0921","24","0,0924","24","0,0924","17","0,1022","12","0,1023","29","0,0626","28","0,0528","18","0,0508","18","0,0508","16","0,0507","11364",,"11364","0","89.04",",0",,,"316.6",",0","32.7","0","40.0","0","25.5","0",,,,,,,,,,,,,,,,,,
"USC00435416","MOUNT MANSFIELD, VT US","44.5248","-72.8154","1204.0","1998",,,"28",,"28","0","204","0","159","0",,,"55","0","18","0","190","0","122","0","30","0","0","0","-29","0,0313,",,,"13.5",",0,0315,","3.10",",0,0811,","78","0,0715,","27","0,0923","27","0,0923","22","0,1006","20","0,1103","16","0,1113","28","0,0605","28","0,0605","22","0,0429","17","0,0428","15","0,0427","10212",,"10212","0","96.36",",0",,,"171.1",",0","37.8","0","44.8","0","30.7","0",,,,,,,,,,,,,,,,,,
"USC00435416","MOUNT MANSFIELD, VT US","44.5248","-72.8154","1204.0","1999",,,"52",,"52","0","182","0","131","0","205",,"56","0","31","0","194","0","117","0","37","0","0","0","-25","0,0102,","92",",0,0325,","11.5",",0,1116,+","9.92",",0,0917,","84","0,0607,","30","0,0923","26","0,1004","23","0,1006","17","0,1007","16","0,1019","30","0,0520","23","0,0513","23","0,0513","19","0,0425","12","0,0424","10320",,"10320","0","85.40",",0",,,"220.2",",0","36.8","0","44.0","0","29.6","0",,,,,,,,,,,,,,,,,,
"USC00435416","MOUNT MANSFIELD, VT US","44.5248","-72.8154","1204.0","2000",,,"0",,"0","0","237","0","179","0","206",,"86","0","41","0","194","0","123","0","5","0","0","0","-31","0,0117,","93",",0,0412,","13.5",",0,0126,","3.60",",0,0509,","73","0,0626,","30","0,0905","27","0,0925","21","0,0928","20","0,1010","12","0,1029","31","0,0520","25","0,0519","24","0,0430","20","0,0417","10","0,0413","10555",,"10555","0","93.12",",0",,,"326.7",",0","34.2","0","41.2","0","27.2","0",,,,,,,,,,,,,,,,,,
"USC00437152","SEARSBURG STATION, VT US","42.86667","-72.91667","475.5","1995",,,,,,,"158","0","90","0",,,"30","0",,,,,,,,,,,,,,,"18.0",",0,0205,","3.44",",0,1022,",,,,,,,,,,,,,,,,,,,,,,,,,,,"52.95",",0",,,"101.4",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00437152","SEARSBURG STATION, VT US","42.86667","-72.91667","475.5","1997",,,,,,,"177","0","110","0",,,"46","0",,,,,,,,,,,,,,,"18.0",",0,0401,","2.11",",0,0401,",,,,,,,,,,,,,,,,,,,,,,,,,,,"51.75",",0",,,"150.1",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00437032","ST ALBANS RADIO, VT US","44.8593","-73.0911","115.8","1995",,,"574",,"574","0","143","0","92","0",,,"36","0","18","0","150","0","79","0","111","0","6","0","-17","0,0206,",,,"10.5",",0,0204,","2.05",",0,1021,","94","0,0714,+","31","0,0929","16","0,1109","16","0,1109","16","0,1109","16","0,1109","29","0,0507","27","0,0424","22","0,0411","20","0,0408","11","0,0406","7315",,"7315","0","34.19",",0",,,"102.2",",0","45.5","0","54.2","0","36.8","0",,,,,,,,,,,,,,,,,,
"USC00437032","ST ALBANS RADIO, VT US","44.8593","-73.0911","115.8","1996",,,"406",,"406","0","151","0","97","0","54",,"25","0","21","0","146","0","61","0","112","0","0","0","-21","0,0104,","20",",0,0103,","5.5",",0,1126,","2.07",",0,1202,","88","0,0807,+","28","0,1004","28","0,1004","17","0,1113","17","0,1113","10","0,1114","32","0,0427","28","0,0413","24","0,0406","20","0,0404","13","0,0328","7863",,"7863","0","43.80",",0",,,"61.9",",0","45.2","0","53.6","0","36.9","0",,,,,,,,,,,,,,,,,,
"USC00437032","ST ALBANS RADIO, VT US","44.8593","-73.0911","115.8","1997",,,,,,,"110","0","76","0",,,"29","0",,,,,,,,,,,,,,,"15.0",",0,0306,","2.30",",0,0715,",,,,,,,,,,,,,,,,,,,,,,,,,,,"34.50",",0",,,"103.2",",0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00437032","ST ALBANS RADIO, VT US","44.8593","-73.0911","115.8","1998",,,"415",,"415","0","106","0","87","0",,,"15","0","10","0","128","0","44","0","117","0","0","0","-12","0,1231,",,,"13.0",",0,0322,","3.01",",0,0812,","87","0,0717,+","31","0,1006","19","0,1026","19","0,1026","19","0,1026","16","0,1219","28","0,0428","28","0,0428","21","0,0325","16","0,0323","16","0,0323","7021",,"7021","0","43.67",",0",,,"55.9",",0","47.4","0","55.3","0","39.4","0",,,,,,,,,,,,,,,,,,
"USC00437032","ST ALBANS RADIO, VT US","44.8593","-73.0911","115.8","1999",,,"633",,"633","0","85","0","67","0","65",,"19","0","12","0","135","0","66","0","119","0","4","0","-24","0,0115,+","19",",0,0116,","8.0",",0,0307,","2.80",",0,0917,","91","0,0628,","32","0,1004","26","0,1019","22","0,1108","20","0,1112","12","0,1201","28","0,0425","28","0,0425","24","0,0411","16","0,0314","16","0,0314","6858",,"6858","0","30.53",",0",,,"56.4",",0","46.8","0","55.3","0","38.4","0",,,,,,,,,,,,,,,,,,
"USC00437032","ST ALBANS RADIO, VT US","44.8593","-73.0911","115.8","2000",,,"239",,"239","0","115","0","95","0","92",,"31","0","32","0","145","0","74","0","89","0","0","0","-14","0,0118,+","26",",0,0215,","15.0",",0,0215,","1.42",",0,0215,","86","0,0627,","32","0,0928","14","0,0929","14","0,0929","14","0,0929","14","0,0929","31","0,0426","28","0,0418","24","0,0414","14","0,0319","14","0,0319","7034",,"7034","0","38.65",",0",,,"113.5",",0","43.1","0","51.6","0","34.5","0",,,,,,,,,,,,,,,,,,
"USC00435733","NORTHFIELD, VT US","44.1647","-72.6567","204.2","1996",,,"192",,"192","0","144","0","102","0","105",,"25","0","25","0","181","0","62","0","111","0","0","0","-26","0,0107,","38",",0,0108,+","14.2",",0,0104,","1.98",",0,1021,","89","0,0808,","30","0,0924","26","0,1004","22","0,1005","19","0,1113","9","0,1114","32","0,0528","28","0,0514","20","0,0406","20","0,0406","16","0,0329",,,,,"50.49",",0",,,"77.2",",0","42.6","0","53.5","0","31.7","0",,,,,,,,,,,,,,,,,,
"USC00435733","NORTHFIELD, VT US","44.1647","-72.6567","204.2","1997",,,,,,,"127","0","92","0","133",,"29","0",,,,,"62","0","109","0","0","0",,,"17",",0,0128,","10.0",",0,0307,","1.87",",0,0814,","87","0,0817,+",,,,,,,,,,,,,,,,,,,,,"8122",,"8122","0","44.12",",0",,,"97.9",",0",,,"53.4","0",,,,,,,,,,,,,,,,,,,,
"USC00435733","NORTHFIELD, VT US","44.1647","-72.6567","204.2","1998",,,,,,,"130","0","104","0","104",,"19","0",,,,,"34","0","133","0","2","0",,,"18",",0,0324,+","10.3",",0,0322,","2.73",",0,0627,","91","0,0716,",,,,,,,,,,,,,,,,,,,,,,,,,"50.80",",0",,,"60.2",",0",,,"57.3","0",,,,,,,,,,,,,,,,,,,,
"USC00435733","NORTHFIELD, VT US","44.1647","-72.6567","204.2","1999",,,"348",,"348","0","99","0","76","0","113",,"27","0","36","0","185","0","52","0","126","0","11","0","-25","0,0116,+","30",",0,0115,","12.0",",0,0307,","5.37",",0,0917,","92","0,0906,+","29","0,1006","25","0,1008","21","0,1019","19","0,1028","16","0,1112","32","0,0515","28","0,0514","22","0,0425","18","0,0327","13","0,0322",,,,,"38.86",",0",,,"90.1",",0","43.9","0","56.5","0","31.2","0",,,,,,,,,,,,,,,,,,
"USC00435733","NORTHFIELD, VT US","44.1647","-72.6567","204.2","2000",,,"155",,"155","0","123","0","99","0","109",,"25","0","40","0","184","0","62","0","107","0","0","0","-19","0,0124,+","28",",0,0220,+","9.0",",0,0219,","2.61",",0,1218,","87","0,0902,+","32","0,0906","21","0,0929","21","0,0929","17","0,1120","14","0,1123","32","0,0521","27","0,0503","17","0,0415","17","0,0415","12","0,0320","8128",,"8128","0","47.26",",0",,,"81.5",",0","42.0","0","53.5","0","30.5","0",,,,,,,,,,,,,,,,,,
"USW00054740","SPRINGFIELD HARTNESS STATE AIRPORT, VT US","43.34361","-72.51778","176.2","1997",,,"242",,"242","M",,,,,,,,,"7","M","178","M","51","M","106","M","4","M","-17","M,0119,",,,,,,,"90","M,0811,+","30","M,0922","27","M,1012","21","M,1023","17","M,1116","14","M,1117","32","M,0528","27","M,0427","23","M,0416","17","M,0411","8","M,0325","7276",,"7276","M",,,,,,,"43.9","M","54.8","M","33.0","M",,,,,,,,,,,,,,,,,,
"USW00054740","SPRINGFIELD HARTNESS STATE AIRPORT, VT US","43.34361","-72.51778","176.2","1998",,,"337",,"337","W",,,,,,,,,"8","W","153","W","27","W","130","W","1","W","-9","W,0127,+",,,,,,,"90","W,0715,","30","W,0924","28","W,1005","23","W,1105","20","W,1110","16","W,1212","31","W,0513","28","W,0429","24","W,0411","14","M,0325","14","M,0325","7067",,"7067","W",,,,,,,"47.5","W","58.2","W","36.9","W",,,,,,,,,,,,,,,,,,
"USW00054740","SPRINGFIELD HARTNESS STATE AIRPORT, VT US","43.34361","-72.51778","176.2","1999","4.3","W","474",,"474","W","169","W","68","W",,,,,"14","W","172","W","43","W","124","W","14","W","-16","W,0102,",,,,,"4.63",",W,0916,","96","W,0705,","30","W,1006","27","W,1007","24","W,1019","18","W,1112","16","W,1201","31","W,0514","28","W,0425","23","W,0411","18","W,0321","5","W,0310","7059",,"7059","W","37.67",",W",,,,,"46.8","W","58.2","W","35.5","W",,,,,"260","W","260","W",,,,,"33.1","W","51.9","W",,
"USW00054740","SPRINGFIELD HARTNESS STATE AIRPORT, VT US","43.34361","-72.51778","176.2","2000","4.3","W","237",,"237","W","166","W","85","W",,,,,"16","W","159","W","52","W","108","W","2","W","-11","W,0123,",,,,,"2.26",",W,0731,","90","W,0625,+","29","W,0928","25","W,0929","24","W,1118","20","W,1119","16","W,1120","30","W,0516","28","W,0503","22","W,0414","18","W,0320","8","W,0319","7069",,"7069","W","41.77",",W",,,,,"44.7","W","55.2","W","34.1","W",,,,,"180","W","260","W",,,,,"32.0","W","45.0","W",,
"USW00054742","SAINT JOHNSBURY ASOS, VT US","44.42","-72.0194","212.4","1999","1.8","W","400",,"400","W","144","W","66","W",,,,,"23","W","171","W","56","W","124","W","5","W","-23","W,0114,",,,,,"3.64",",W,0916,","91","W,0904,+","32","W,1006","27","W,1007","22","W,1028","19","W,1111","15","W,1130","30","W,0514","26","W,0425","24","W,0416","20","W,0327","13","W,0321",,,,,"31.65",",W",,,,,"45.0","W","55.8","W","34.1","W",,,,,"180","W","180","W",,,,,"21.9","W","32.0","W",,
"USW00054742","SAINT JOHNSBURY ASOS, VT US","44.42","-72.0194","212.4","2000",,,,,,,"165","W","81","W",,,,,,,,,,,,,,,,,,,,,"1.64",",W,0409,",,,,,,,,,,,,,,,,,,,,,,,"7744",,"7744",,"36.53",",W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
